X;Y;X_COORD;Y_COORD;ADMI4;ADMI5;TOPONYMIE;ID_0;ISO;NAME_0;ID_1;NAME_1;ID_2;NAME_2;ID_3;NAME_3;ID_4;NAME_4;VARNAME_4;CCN_4;CCA_4;TYPE_4;ENGTYPE_4;Code_uniqu;urban_popR;urban_popD;urban_popA;urban_popC;urban_popP;urban_po_1;urban_po_2;urban_po_3;urban_po_4;urban_po_5;urban_po_6;urban_po_7;urban_po_8;CU_ville;X_wgs84;Y_wgs84
-16.28926026;12.4916656;359901;1381263;11322;11322025;Toubacouta;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE N;;;;;;;;;;;;
-16.56110367;12.4752128;330344;1379602;11222;11222013;Oukout Eteilo;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia W;;;;;;;;;;;;;
-16.68769678;12.48976365;316593;1381296;11211;11211020;Sifoca;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrousse;CR DE ;;;;;;;;;;;;
-16.54753679;12.48336372;331824;1380495;11222;11222000;Oussouye;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolof;;;;;;;;;;;;;
-16.36371739;12.47467327;351799;1379424;11322;11322014;Etome;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYASSI;;;;;;;;;;;;
-16.4765816;12.48898686;339540;1381073;11222;11222009;Eloubaline;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolo;;;;;;;;;;;;;
-16.13604677;12.48902766;376551;1380895;11312;11312007;Boffa;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguinchor;Z;;;;;;;;;;;;;;
-16.53616994;12.49342705;333066;1381601;11221;11221011;Kahinda;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolof;C;;;;;;;;;;;;
-16.0876853;12.48724701;381806;1380676;11312;11312011;Boutoupa;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguincho;;;;;;;;;;;;;;;
-16.78052205;12.46888275;306487;1379052;11211;11211006;Djembering Etama;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabro;;;;;;;;;;;;;
-16.33970871;12.47903366;354411;1379893;11322;11322023;Mahamouda;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NY;;;;;;;;;;;;
-16.7830987;12.46097462;306201;1378179;11211;11211010;Djembering Kaengha;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kab;;;;;;;;;;;;;
-16.7830987;12.46097462;306201;1378179;11211;11211009;Djimbering Houdiabou;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;K;;;;;;;;;;;;;
-16.7830987;12.46097462;306201;1378179;11211;11211012;Djembering Niene;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabro;;;;;;;;;;;;;
-16.7830987;12.46097462;306201;1378179;11211;11211008;Diembering Haloudia;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Ka;;;;;;;;;;;;;
-16.7830987;12.46097462;306201;1378179;11211;11211011;Djembering Kaoute;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabr;;;;;;;;;;;;;
-16.69499933;12.48100379;315793;1380332;11211;11211021;Windaye (Woudaye);201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabr;;;;;;;;;;;;;
-16.35466628;12.46442141;352777;1378285;11322;11322020;Kassoulou;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NY;;;;;;;;;;;;
-16.10817929;12.46397203;379568;1378111;11312;11312020;Pouboss;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguinchor;;;;;;;;;;;;;;;
-16.67145891;12.4595371;318337;1377941;11211;11211019;Ourong;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrousse;CR DE;;;;;;;;;;;;
-16.40934459;12.4600372;346831;1377831;11322;11322010;Dialang;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.36294285;12.45674034;351873;1377440;11322;11322012;Ediouma;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.14612257;12.45559504;375440;1377202;11312;11312003;Baraka Patata;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Zigu;;;;;;;;;;;;;;;
-16.52923203;12.44779574;333791;1376549;11222;11222017;Siganar Kabounkout;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loud;;;;;;;;;;;;;
-16.52923203;12.44779574;333791;1376549;11222;11222016;Siganar Houssal;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia ;;;;;;;;;;;;;
-16.52923203;12.44779574;333791;1376549;11222;11222018;Siganar Katakal;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia ;;;;;;;;;;;;;
-16.42510523;12.45532577;345115;1377319;11322;11322011;Dioher;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYASS;;;;;;;;;;;;
-16.17449541;12.46159422;372359;1377879;11312;11312005;Bindialoum Bainouck;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Cound;;;;;;;;;;;;;;;;
-16.55731941;12.47312834;330754;1379369;11222;11222014;Oukout Madiop;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia W;;;;;;;;;;;;;
-16.52528386;12.46635037;334232;1378599;11222;11222003;Carounate;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolof;;;;;;;;;;;;;
-16.16056969;12.46862532;373876;1378650;11312;11312022;Santhiaba Manjack;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;;;;;;;;;;;;;;;;
-16.18878305;12.47762525;370814;1379659;11312;11312002;Baraka Pakao;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguin;;;;;;;;;;;;;;;
-16.3774763;12.46858229;350300;1378758;11322;11322024;Nyassia;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.13679548;12.46449506;376458;1378182;11312;11312019;Niafena;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguinchor;;;;;;;;;;;;;;;
-16.39584868;12.46860546;348303;1378771;11322;11322017;Kailou;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYASSI;;;;;;;;;;;;
-16.4057703;12.46937668;347225;1378862;11322;11322004;Bafican;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.20514421;12.48203713;369038;1380155;11312;11312023;Tendaba;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguinchor;;;;;;;;;;;;;;;
-16.35183153;12.45886649;353082;1377669;11322;11322015;Kadieme;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.15272115;12.46646188;374728;1378407;11312;11312006;Bindialoum Manjack;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;;;;;;;;;;;;;;;;
-16.59231243;12.44274897;326930;1376031;11222;11222002;Boukitinko;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolo;;;;;;;;;;;;;
-16.31210013;12.44836694;357395;1376486;11322;11322002;Bademe;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYASS;;;;;;;;;;;;
-16.25743575;12.4692494;363348;1378767;11322;11322008;Bouhouyou;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NY;;;;;;;;;;;;
-16.6225927;12.44273175;323638;1376049;11222;11222004;Diakene Diola;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wo;;;;;;;;;;;;;
-16.69930668;12.46016788;315310;1378030;11211;11211013;Ehidje;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrousse;CR DE;;;;;;;;;;;;
-16.23835355;12.45944658;365417;1377673;11312;11312016;Mpack;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;122;Niaguis;430;Boutoupa Camara Counda;;232010;2320102;Commune;Commune;Ziguinchor/Ziguinchor/Niaguis/Boutoupa Camara Counda;Ziguinchor;Zig;;;;;;;;;;;;;;
-16.63895796;12.45182648;321865;1377066;11222;11222005;Diakene Ouolof;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia ;;;;;;;;;;;;;
-16.5201745;12.45149905;334778;1376953;11222;11222012;Niambalang;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolo;;;;;;;;;;;;;
-16.53145083;12.45596451;333555;1377454;11222;11222015;Siganar Boulouf;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia;;;;;;;;;;;;;
-16.24999501;12.45822667;364151;1377544;11322;11322003;Baffa Bayotte;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR D;;;;;;;;;;;;
-16.43529891;12.45213478;344005;1376972;11322;11322018;Kaleane;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.36595174;12.44982706;351542;1376677;11322;11322006;Bassere;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.39921414;12.43051795;347915;1374560;11322;11322013;Etafoune;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYA;;;;;;;;;;;;
-16.4159608;12.44509471;346103;1376182;11322;11322001;Bacounoum;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NY;;;;;;;;;;;;
-16.37989572;12.43373613;350017;1374905;11322;11322022;Kouring;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.75146445;12.44286811;309627;1376153;11211;11211003;Bouyouye;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrousse;CR ;;;;;;;;;;;;
-16.3167185;12.40637652;356870;1371844;11322;11322005;Bagame;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYASSI;;;;;;;;;;;;
-16.63026284;12.40713224;322780;1372116;11212;11212007;Essaoute;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;Oussou;;;;;;;;;;;;;;
-16.56498337;12.43951846;329899;1375656;11222;11222010;Emaye;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;121;Loudia Ouolof;428;Oukout;;222020;2220202;Commune;Commune;Ziguinchor/Oussouye/Loudia Ouolof/Oukout;Ziguinchor;Oussouye;Loudia Wolof;CR ;;;;;;;;;;;;
-16.75132142;12.4132655;309621;1372878;11211;11211002;Boucotte Ouolof;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrou;;;;;;;;;;;;;
-16.74624928;12.42080986;310178;1373709;11211;11211001;Boucotte Diola;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrouss;;;;;;;;;;;;;
-16.51989947;12.39464676;334772;1370664;11212;11212003;Effoque Enguina;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinch;;;;;;;;;;;;;;;
-16.51989947;12.39464676;334772;1370664;11212;11212005;Effoque Kakounoune;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Zigui;;;;;;;;;;;;;;;
-16.51989947;12.39464676;334772;1370664;11212;11212002;Effoque Balandiate;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Zigui;;;;;;;;;;;;;;;
-16.51924222;12.40184645;334848;1371460;11212;11212004;Effoque Hinting;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinch;;;;;;;;;;;;;;;
-16.40835696;12.4030594;346905;1371528;11322;11322016;Kaguitte;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYAS;;;;;;;;;;;;
-16.7431989;12.38114698;310481;1369319;2211;2211005;Cap-Skirring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/Cap-Skirring;-16.7431989;12.38114698
-16.48183875;12.37602607;338899;1368581;11212;11212011;Youtou Boueme;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;;;;;;;;;;;;;;;
-16.48183875;12.37602607;338899;1368581;11212;11212012;Youtou Bringo;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;;;;;;;;;;;;;;;
-16.48183875;12.37602607;338899;1368581;11212;11212014;Youtou Essoukaye;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinc;;;;;;;;;;;;;;;
-16.48183875;12.37602607;338899;1368581;11212;11212016;Youtou Kanokinda;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinc;;;;;;;;;;;;;;;
-16.48183875;12.37602607;338899;1368581;11212;11212015;Youtou Kagar;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;;;;;;;;;;;;;;;
-16.49090408;12.37563298;337913;1368543;11212;11212013;Youtou Djibonker;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinc;;;;;;;;;;;;;;;
-16.63106626;12.37215249;322669;1368247;11212;11212006;Ering;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;Oussouy;;;;;;;;;;;;;;
-16.70715488;12.36310702;314388;1367298;11211;11211017;Kabrousse Nialou;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabrou;;;;;;;;;;;;;
-16.38364195;12.39064708;349585;1370141;11322;11322007;Bougnack;201;SEN;Senegal;14;Ziguinchor;45;Ziguinchor;123;Nyassia;433;Nyassia;;232020;2320202;Commune;Commune;Ziguinchor/Ziguinchor/Nyassia/Nyassia;Ziguinchor;Ziguinchor;Nyassia;CR DE NYA;;;;;;;;;;;;
-16.64357434;12.35924978;321300;1366828;11212;11212008;Esoukoudiak;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;Ou;;;;;;;;;;;;;;
-16.56081277;12.37092853;330308;1368066;11212;11212010;Santhiaba Manjaque;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Zigui;;;;;;;;;;;;;;;
-16.40022869;12.36383785;347766;1367185;11322;11322019;Kassou Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/Kassou Senegal;-16.40022869;12.36383785
-16.72285499;12.35113933;312672;1365985;11211;11211016;Kabrousse Monssor;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabr;;;;;;;;;;;;;
-16.62825652;12.35499369;322963;1366347;11212;11212001;Djirack;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;Ousso;;;;;;;;;;;;;;
-16.60589543;12.35067885;325392;1365855;11212;11212009;Kaheme;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;426;Santhiaba Manjacque;;222010;2220102;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Santhiaba Manjacque;Ziguinchor;Oussouy;;;;;;;;;;;;;;
-16.71366341;12.35299616;313673;1366184;11211;11211015;Kabrousse Kadiaye;201;SEN;Senegal;14;Ziguinchor;44;Oussouye;120;Cabrousse;425;Diembering;;222010;2220101;Commune;Commune;Ziguinchor/Oussouye/Cabrousse/Diembering;Ziguinchor;Oussouye;Kabr;;;;;;;;;;;;;
-16.0624687;12.91417907;384739;1427884;11122;11122024;Djipakoum;201;SEN;Senegal;14;Ziguinchor;43;Bignona;117;Sindian;413;Oulampane;;212010;2120102;Commune;Commune;Ziguinchor/Bignona/Sindian/Oulampane;Ziguinchor;Bignona;Sindian;CR DE OULAMPA;;;;;;;;;;;;
-13.97994155;16.32748322;608963;1805433;8212;8212004;Dioude Diabe;201;SEN;Senegal;11;Saint-Louis;34;Podor;86;Cas Cas;325;Mery;;422010;4220103;Commune;Commune;Saint-Louis/Podor/Cas Cas/Mery;Saint-Louis;Podor;Cas-cas;CR MBOUMBA;12400;9494;9956;;;;;;;;;
-13.9689599;16.30991246;610146;1803495;8212;8212006;Fonde Elimane;201;SEN;Senegal;11;Saint-Louis;34;Podor;86;Cas Cas;325;Mery;;422010;4220103;Commune;Commune;Saint-Louis/Podor/Cas Cas/Mery;Saint-Louis;Podor;Cas-cas;CR MBOUMBA;12400;9494;995;;;;;;;;;
