ID;X;Y;TIME;DESIRE;ACTIVITY;COMMENTS
0403;-14.429526262963476;16.486188898541414;17:00;REST;repos;cour
0403;-14.429526262963476;16.486188898541414;19:00;STILL;regarder la télé;cour 
0403;-14.429526262963476;16.486188898541414;20:00;FEED;diner;cour
0403;-14.429526262963476;16.486188898541414;21:00;STILL;regarder la télé;cour 
0403;-14.429423785598074;16.486023382277043;23:00;REST;Dormir;chambre 283
0404;-14.429423785598074;16.486023382277043;06:00;STILL;priére;chambre 
0404;-14.429423785598074;16.486023382277043;06:30;REST;dormir;chambre
0404;-14.429526262963476;16.486188898541414;08:00;FEED;petit dejeuner;cour
0404;-14.432596594599074;16.48630425146374;10:00;WANDER;aller au marché;marché
0404;-14.429426350679094;16.48604551292027;11:00;WANDER;aller au magasin;magagin 286
0404;-14.429612764202972;16.48605772963653;11:05;WANDER;preparer le dejeuner;cuisine (cour)
0404;-14.429526262963476;16.486188898541414;14:00;FEED;déjeuner;cour
0404;-14.429526262963476;16.486188898541414;15:00;FEED;Thé;cour
0404;-14.429612764202972;16.48605772963653;17:00;WANDER;préparer le diner;cuisine (cour)
0404;-14.429526262963476;16.486188898541414;19:00;REST;repos;cour
0404;-14.429526262963476;16.486188898541414;21:00;STILL;regarder la télé;cour 
0404;-14.429423785598074;16.486023382277043;23:00;REST;Dormir;chambre 283
0405;-14.429529732831709;16.486004735724848;00:00;REST;dormir;chambre 284
0405;-14.429597341501356;16.48608409202162;06:00;WANDER;priére+ tache ménagére;cour 
0405;-14.429526262963476;16.486188898541414;08:00;FEED;petit dejeuner;cour
0405;-14.432520041617655;16.486061368693242;10:00;WANDER;aller au marcher;marché
0405;-14.429426350679094;16.48604551292027;11:00;WANDER;magasin;magasin
0405;-14.429612764202972;16.48605772963653;11:30;WANDER;prépaprer le diner;cuisine
0405;-14.429526262963476;16.486188898541414;14:00;FEED;déjeuner;cour
0405;-14.429526262963476;16.486188898541414;15:00;REST;repos;cour
0405;-14.429612764202972;16.48605772963653;17:00;WANDER;preparatif diner;cuisine
0405;-14.429526262963476;16.486188898541414;19:00;STILL;priére+ repos;cour
0405;-14.429526262963476;16.486188898541414;22:00;FEED;diner;cour
0405;-14.429526262963476;16.486188898541414;23:00;STILL;palabrer;cour
0406;-14.429490723694533;16.486001789929464;05:00;STILL;priére;chambre 285
0406;-14.429490723694533;16.486001789929464;06:00;REST;dormir;chambre
0406;-14.429475418099933;16.4860388139386;09:00;FEED;petit dejeuner;Veranda
0406;-14.429475418099933;16.4860388139386;09:30;REST;repos;veranda
0406;-14.429526262963476;16.486188898541414;14:00;FEED;déjeuner;cour
0406;-14.429475418099933;16.4860388139386;14:30;REST;Dormir;veranda
0406;-14.429475418099933;16.4860388139386;16:00;REST;repos;veranda
0406;-14.429526262963476;16.486188898541414;18:00;REST;repos;cour
0406;-14.429490723694533;16.486001789929464;22:00;REST;Dormir;chambre
0407;-14.429526262963476;16.486188898541414;07:00;WANDER;Priére + tâche ménagére;cour  
0407;-14.429526262963476;16.486188898541414;08:00;FEED;petit dejeuner;cour
0407;-14.430951106415838;16.488962387019217;09:00;STILL;Aller à l'école coranique;Gallé Baba
0407;-14.429612764202972;16.48605772963653;12:00;WANDER;aider à préparer le dej;cuisine
0407;-14.429597341501356;16.48608409202162;14:00;FEED;déjeuner;cour
0407;-14.429526262963476;16.486188898541414;14:30;WANDER;tâche ménagére;cour  
0407;-14.429526262963476;16.486188898541414;15:00;REST;Dormir;cour
0407;-14.42997632062632;16.48612754586325;17:00;WANDER;aller jouer;village
0407;-14.429612764202972;16.48605772963653;18:00;FEED;diner;cuisine
0407;-14.429526262963476;16.486188898541414;20:00;FEED;diner;cour
0407;-14.429526262963476;16.486188898541414;22:00;STILL;regarder la télé;cour 
0407;-14.429455972085018;16.48601373751621;23:00;REST;dormir;chambre
0408;-14.429533085593095;16.485998948856235;00:00;REST;dormir;chambre
0408;-14.429475418099933;16.4860388139386;05:00;STILL;priére;Veranda
0408;-14.429533085593095;16.485998948856235;06:00;REST;Dormir;chambre
0408;-14.429475418099933;16.4860388139386;09:00;FEED;petit déjeuner;Veranda
0408;-14.429526262963476;16.486188898541414;09:30;REST;repos;cour
0408;-14.429526262963476;16.486188898541414;14:00;FEED;Déjeuner;cour
0408;-14.429526262963476;16.486188898541414;14:30;REST;Dormir;cour
0408;-14.429597341501356;16.48608409202162;16:00;REST;repos+ regarder la télé;Cour
0409;-14.429597341501356;16.48608409202162;14:00;FEED;déjeuner;Cour
0502;-14.429834134807702;16.485563830156913;05:00;STILL;priére+ wird;chambre 294
0502;-14.429834134807702;16.485563830156913;07:00;REST;dormir;chambre
0502;-14.429834134807702;16.485563830156913;08:00;FEED;petit dejeuner;chambre
0502;-14.429903230434965;16.485521210227798;08:30;REST;repos;veranda
0502;-14.429903230434965;16.485521210227798;14:00;FEED;déjeuner;Veranda
0502;-14.429903230434965;16.485521210227798;14:30;REST;repos;veranda
0502;-14.429903230434965;16.485521210227798;17:00;STILL;priére;veranda
0502;-14.429903230434965;16.485521210227798;18:00;STILL;palabrer;veranda
0502;-14.429903230434965;16.485521210227798;20:00;FEED;diner;veranda
0502;-14.429834134807702;16.485563830156913;22:00;REST;Dormir;chambre
0503;-14.429693318836431;16.485720718844735;00:00;REST;Dormir;chambre 295
0503;-14.429693318836431;16.485720718844735;10:00;FEED;petit déjeuner;chambre
0503;-14.429693318836431;16.485720718844735;10:15;STILL;priére;chambre
0503;-14.42981672919547;16.48564016275433;10:30;WANDER;tache ménagére;cour
0503;-14.432006731805497;16.48649530814491;11:00;WANDER;aller au marché;marché
0503;-14.429864338404805;16.48563823379504;11:30;WANDER;préparer le dejeuner;cuisine
0503;-14.42981672919547;16.48564016275433;14:00;FEED;déjeuner;cour
0503;-14.429903230434965;16.485521210227798;14:30;WANDER;préparer le thé;Veranda
0503;-14.429693318836431;16.485720718844735;15:00;REST;repos;chambre
0503;-14.429864338404805;16.48563823379504;19:00;WANDER;préparer le diner;cuisine
0503;-14.42981672919547;16.48564016275433;20:00;FEED;diner;cour
0503;-14.42981672919547;16.48564016275433;22:00;STILL;palaber;cour
0505;-14.42981672919547;16.48564016275433;05:00;WANDER;Priére + tâche ménagére;cour  
0505;-14.42981672919547;16.48564016275433;10:00;WANDER;linge;cour
0505;-14.42992669976351;16.4855758641004;11:00;WANDER;aller au marché;marché
0505;-14.429864338404805;16.48563823379504;12:00;WANDER;préparer le déjeuner;cuisine
0505;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
0505;-14.42992669976351;16.4855758641004;15:00;REST;Dormir;cour
0505;-14.42992669976351;16.4855758641004;16:00;WANDER;vendre de l'arachide;marché
0505;-14.429864338404805;16.48563823379504;18:00;WANDER;préparer le diner;cuisine
0505;-14.42981672919547;16.48564016275433;21:00;REST;repos;cour
0505;-14.429888984099211;16.48550044148988;22:00;REST;Dormir;chambre 298
0506;-14.430086262451505;16.4855393966613;00:00;REST;Dormir;chambre
0506;-14.42981672919547;16.48564016275433;06:00;STILL;priére;cour
0506;-14.42981672919547;16.48564016275433;06:15;FEED;Petit déjeuner;cour
0506;-14.431920116438056;16.490058166679773;07:00;WANDER;aller au travail;village
0506;-14.42992669976351;16.4855758641004;17:00;REST;repos;cour
0506;-14.42992669976351;16.4855758641004;18:00;FEED;repas;cour
0506;-14.43306740177141;16.48618393534653;18:30;WANDER;promenade;village
0506;-14.42981672919547;16.48564016275433;20:00;FEED;diner;cour
0506;-14.42981672919547;16.48564016275433;22:00;STILL;palabrer;cour
0507;-14.42981672919547;16.48564016275433;07:00;STILL;priére;cour
0507;-14.42981672919547;16.48564016275433;08:00;FEED;petit dejeuner;cour
0507;-14.428341514239493;16.49056344733156;10:00;WANDER;aller chercher du bois;village
0507;-14.42992669976351;16.4855758641004;12:00;REST;repos;cour
0507;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
0507;233;186;15:00;STILL;aller au champ;Champ
0507;-14.42981672919547;16.48564016275433;17:00;REST;repos;cour 
0507;-14.429929217233857;16.485485652790683;19:00;REST;Dormir;chambre
0508;-14.430531438676894;16.48720153716334;07:00;STILL;chercher du pain;cour
0508;-14.430531438676894;16.48720153716334;07:15;FEED;Petit déjeuner;cour
0508;233;0;08:00;STILL;aller à l'école;School
0508;-14.42992669976351;16.4855758641004;13:00;WANDER;tache ménagére;cour
0508;-14.42992669976351;16.4855758641004;14:00;FEED;déjeuner;Cour
0508;233;0;15:00;STILL;aller à l'école;School
0508;-14.42992669976351;16.4855758641004;18:00;WANDER;tache ménagére;cour
0508;-14.42981672919547;16.48564016275433;19:00;REST;repos;cour
0508;-14.42967856668706;16.485684711616145;22:00;REST;Dormir;chambre
0701;-14.430489128361822;16.48485038061976;04:30;STILL;Priére;cour(317)
0701;233;186;06:00;STILL;aller au champ;Champ
0701;-14.430489128361822;16.48485038061976;08:30;FEED;dejeuner;cour
0701;-14.430489128361822;16.48485038061976;09:00;REST;repos;cour
0701;-14.430588370093961;16.484892817892764;14:00;FEED;déjeuner;Cour
0701;-14.430588370093961;16.484892817892764;15:00;WANDER;jouer avec les enfants;cour
0701;-14.430485105048358;16.484894103870584;18:00;REST;repos;cour
