DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;COMMENT;0 / 01 janv. 1999 - 23:00:02: A_Protocol.manageTimeLandmarks() start/end of breeding season
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-13.584;15.945;Gerbillus_nigeriae;M;;Thilogne; [02/01/1999(-13.584,15.945)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-16.191;15.531;Gerbillus_nigeriae;M;;Louga; [02/01/1999(-16.191,15.531)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-13.894;16.098;Gerbillus_nigeriae;M;;Galloya; [02/01/1999(-13.894,16.098)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-15.725;16.176;Gerbillus_nigeriae;M;;Diaguéli; [02/01/1999(-15.725,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-13.584;15.945;Gerbillus_nigeriae;M;;Thilogne; [02/01/1999(-13.584,15.945)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.754;15.378;Gerbillus_nigeriae;M;;Mouk Mouk; [02/01/1999(-15.754,15.378)_Gerbillus_nigeriae_M_]
02/01/1999;-16.191;15.531;Gerbillus_nigeriae;M;;Louga; [02/01/1999(-16.191,15.531)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.299;15.021;Gerbillus_nigeriae;M;;Thiodor; [02/01/1999(-14.299,15.021)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.75;15.152;Gerbillus_nigeriae;M;;Bélél; [02/01/1999(-13.75,15.152)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-14.412;16.495;Gerbillus_nigeriae;M;;Dodel; [02/01/1999(-14.412,16.495)_Gerbillus_nigeriae_M_]
02/01/1999;-15.414;15.342;Gerbillus_nigeriae;M;;Dahra Djolof; [02/01/1999(-15.414,15.342)_Gerbillus_nigeriae_M_]
02/01/1999;-14.662;15.267;Gerbillus_nigeriae;M;;Diaguéli; [02/01/1999(-14.662,15.267)_Gerbillus_nigeriae_M_]
02/01/1999;-15.514;15.187;Gerbillus_nigeriae;M;;Sagatta Djolof; [02/01/1999(-15.514,15.187)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-16.112;15.667;Gerbillus_nigeriae;M;;Niomré lo; [02/01/1999(-16.112,15.667)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-15.887;15.442;Gerbillus_nigeriae;M;;Thiaméne; [02/01/1999(-15.887,15.442)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-15.681;15.045;Gerbillus_nigeriae;M;;Deali; [02/01/1999(-15.681,15.045)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-16.191;15.531;Gerbillus_nigeriae;M;;Louga; [02/01/1999(-16.191,15.531)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-14.619;16.5;Gerbillus_nigeriae;M;;Ndioum; [02/01/1999(-14.619,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.879;15.402;Gerbillus_nigeriae;M;;Thiaméne; [02/01/1999(-15.879,15.402)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbel-Lana; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-16.112;15.667;Gerbillus_nigeriae;M;;Niomré lo; [02/01/1999(-16.112,15.667)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.667;16;Gerbillus_nigeriae;M;;Mbar-Toubab; [02/01/1999(-15.667,16.0)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbel-Lana; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-13.462;15.501;Gerbillus_nigeriae;M;;Dienthadi; [02/01/1999(-13.462,15.501)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbel-Lana; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbel-Lana; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-16.132;16.261;Gerbillus_nigeriae;M;;Ross Bethio; [02/01/1999(-16.132,16.261)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.879;15.402;Gerbillus_nigeriae;M;;Thiaméne; [02/01/1999(-15.879,15.402)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.312;15.994;Gerbillus_nigeriae;M;;Vidou Tiengoli; [02/01/1999(-15.312,15.994)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbel-Lana; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-16.112;15.667;Gerbillus_nigeriae;M;;Niomré lo; [02/01/1999(-16.112,15.667)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-15.647;15.352;Gerbillus_nigeriae;M;;Boulal; [02/01/1999(-15.647,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Gnite; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Gnite; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Gnite; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Gnite; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.401;15.25;Gerbillus_nigeriae;M;;Yonoféré; [02/01/1999(-14.401,15.25)_Gerbillus_nigeriae_M_]
02/01/1999;-16.112;15.667;Gerbillus_nigeriae;M;;Niomré lo; [02/01/1999(-16.112,15.667)_Gerbillus_nigeriae_M_]
02/01/1999;-16.132;16.261;Gerbillus_nigeriae;M;;Ross Bethio; [02/01/1999(-16.132,16.261)_Gerbillus_nigeriae_M_]
02/01/1999;-15.921;16.176;Gerbillus_nigeriae;M;;Nguith; [02/01/1999(-15.921,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-16.214;15.841;Gerbillus_nigeriae;M;;Sakal; [02/01/1999(-16.214,15.841)_Gerbillus_nigeriae_M_]
02/01/1999;-13.894;16.098;Gerbillus_nigeriae;M;;Galloya; [02/01/1999(-13.894,16.098)_Gerbillus_nigeriae_M_]
02/01/1999;-13.894;16.098;Gerbillus_nigeriae;M;;Galloya; [02/01/1999(-13.894,16.098)_Gerbillus_nigeriae_M_]
02/01/1999;-13.894;16.098;Gerbillus_nigeriae;M;;Galloya; [02/01/1999(-13.894,16.098)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.334;16.5;Gerbillus_nigeriae;M;;Diomandou; [02/01/1999(-14.334,16.5)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-14.7;15.221;Gerbillus_nigeriae;M;;Loumbol; [02/01/1999(-14.7,15.221)_Gerbillus_nigeriae_M_]
02/01/1999;-15.725;16.176;Gerbillus_nigeriae;M;;Diaguéli; [02/01/1999(-15.725,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-15.725;16.176;Gerbillus_nigeriae;M;;Diaguéli; [02/01/1999(-15.725,16.176)_Gerbillus_nigeriae_M_]
02/01/1999;-13.511;15.352;Gerbillus_nigeriae;M;;Dendoudi; [02/01/1999(-13.511,15.352)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-13.301;15.509;Gerbillus_nigeriae;M;;Ourossogui; [02/01/1999(-13.301,15.509)_Gerbillus_nigeriae_M_]
02/01/1999;-15.414;15.342;Gerbillus_nigeriae;M;;Dahra Djolof; [02/01/1999(-15.414,15.342)_Gerbillus_nigeriae_M_]
02/01/1999;-15.681;15.045;Gerbillus_nigeriae;M;;Deali; [02/01/1999(-15.681,15.045)_Gerbillus_nigeriae_M_]
