ID;X;Y;TIME;DESIRE;ACTIVITY;COMMENTS
H4524;-14.43094395;16.48898178;16:00;REST;Aller … l'‚cole coranique;Gall‚ Baba
H4524;-14.42974393;16.48763969;18:00;WANDER;Jouer;village
H4524;-14.43036789;16.48805603;19:00;REST;repos;cour
H4524;-14.43036789;16.48805603;21:00;FEED;diner;cour
H4524;-14.43048546;16.4880926;21:30;STILL;R‚viser;Salon
H4524;-14.43003858;16.48800627;22:00;REST;Dormir;chambre 
H4526;-14.43005357;16.48794189;06:00;WANDER;pri‚re+ pr‚paratif ‚cole;chambre
H4526;-14.43094395;16.48898178;07:40;STILL;aller … l'‚cole coranique;Gall‚ Baba
H4526;-14.43024527;16.4880952;12:00;WANDER;Jouer;cour
H4526;-14.43024527;16.4880952;14:00;FEED;d‚jeuner;cour 
H4526;-14.43024527;16.4880952;15:00;STILL;Repos;cour
H4526;-14.43094395;16.48898178;16:00;REST;Aller … l'‚cole coranique;Gall‚ Baba
H4526;-14.43035925;16.48770095;18:00;WANDER;Jouer;village
H4526;-14.43024527;16.4880952;19:00;REST;repos;cour
H4526;-14.43024527;16.4880952;21:00;FEED;diner;cour
H4526;-14.43048546;16.4880926;21:30;STILL;R‚viser;Salon
H4526;-14.43005357;16.48794189;22:00;REST;Dormir;chambre 
H4527;-14.43005043;16.48797549;06:00;WANDER;pri‚re+ pr‚paratif ‚cole;chambre
H4527;233;0;07:40;STILL;aller … l'‚cole;School
H4527;-14.43018107;16.48815949;14:00;FEED;d‚jeuner;cour 
H4527;-14.43018107;16.48815949;15:00;WANDER;pr‚parer le th‚;cour
H4527;-14.43005043;16.48797549;16:00;REST;dormir;chambre
H4527;-14.43026313;16.48771487;17:00;WANDER;Pr‚parer diner;cuisine
H4527;-14.43018107;16.48815949;20:00;REST;repos;cour
H4527;-14.43018107;16.48815949;21:00;FEED;diner;cour
H4527;-14.43048546;16.4880926;21:30;STILL;R‚viser;Salon
H4527;-14.43005043;16.48797549;23:00;REST;Dormir;chambre 
H4528;-14.43005357;16.48794189;06:00;WANDER;pri‚re+ pr‚paratif ‚cole;chambre
H4528;233;0;07:40;STILL;aller … l'‚cole;School
H4528;-14.43021595;16.48812039;14:00;FEED;d‚jeuner;cour 
H4528;-14.43021595;16.48812039;15:00;WANDER;pr‚parer le th‚;cour
H4528;-14.43005357;16.48794189;16:00;REST;dormir;chambre
H4528;-14.43040443;16.48837162;17:00;WANDER;Pr‚parer diner;cuisine
H4528;-14.43021595;16.48812039;20:00;REST;repos;cour
H4528;-14.43021595;16.48812039;21:00;FEED;diner;cour
H4528;-14.43048546;16.4880926;21:30;STILL;R‚viser;Salon
H4528;-14.43005357;16.48794189;23:00;REST;Dormir;chambre 
H4603;-14.43077418;16.48832547;06:00;FEED;Petit d‚jeuner;Cour
H4603;-14.43094395;16.48898178;06:30;STILL;Ecole coranique;Gall‚ Baba
H4603;-14.43118456;16.48744587;12:00;WANDER;Jouer;Cour
H4603;-14.43077418;16.48832547;14:00;FEED;Manger;cour
H4603;-14.43077418;16.48832547;15:00;REST;Repos;Cour
H4603;-14.43094395;16.48898178;16:00;STILL;Ecole coranique;Gall‚ Baba
H4603;-14.43118456;16.48744587;18:00;WANDER;Jouer;Cour
H4603;-14.43077418;16.48832547;20:00;FEED;diner;cour
H4603;-14.43078646;16.48846666;21:00;REST;Dormir;chambre
H4711;-14.43127785;16.48809433;06:00;WANDER;pri‚re+ tache m‚nag‚re;cour
H4711;-14.43239779;16.48596216;10:00;WANDER;aller au march‚;march‚
H4711;-14.431424;16.48824457;13:00;REST;Repos;cour
H4711;-14.431424;16.48824457;14:00;FEED;d‚jeuner;cour
H4711;-14.431424;16.48824457;15:00;REST;Dormir;cour
H4711;-14.43150067;16.4880326;17:00;WANDER;pr‚parer le diner;Cuisine
H4711;-14.43132758;16.48844771;21:00;STILL;reviser;chambre 203
H4711;-14.43110569;16.48820246;23:00;REST;dormir;chambre
H4807;-14.43221003;16.48834666;07:00;WANDER;tache m‚nag‚re;cour
H4807;-14.43095111;16.48896239;09:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H4807;-14.43210847;16.4883578;11:00;WANDER;pr‚parer le dejeuner;cuisine
H4807;-14.43221003;16.48834666;14:00;FEED;d‚jeuner;Cour
H4807;-14.43235222;16.48834671;15:00;REST;dormir;chambre
H4807;-14.43210847;16.4883578;17:00;WANDER;pr‚parer diner;cuisine
H4807;-14.43235222;16.48834671;21:00;FEED;Diner;cour
H4807;-14.43235222;16.48834671;22:00;REST;Dormir;chambre
H4808;-14.43219262;16.48834111;07:00;WANDER;tache m‚nag‚re;cour
H4808;-14.43095111;16.48896239;09:00;STILL;cour coranique;Gall‚ Baba
H4808;-14.43219262;16.48834111;11:00;REST;Repos;cour
H4808;-14.43219262;16.48834111;14:00;FEED;d‚jeuner;Cour
H4808;-14.43235222;16.48834671;15:00;REST;dormir;chambre
H4808;-14.43210847;16.4883578;17:00;WANDER;pr‚parer diner;cuisine
H4808;-14.43219262;16.48834111;21:00;FEED;diner;cour
H4808;-14.43235222;16.48834671;22:00;REST;Dormir;chambre
H4809;-14.43222453;16.48835222;07:00;WANDER;PriŠre + tƒche m‚nagŠre;cour
H4809;-14.43210847;16.4883578;08:00;WANDER;pr‚parer d‚jeuner;cuisine
H4809;-14.43222453;16.48835222;14:00;FEED;d‚jeuner;Cour
H4809;-14.43235222;16.48834671;15:00;REST;dormir;chambre
H4809;-14.43210847;16.4883578;17:00;WANDER;pr‚parer diner;cuisine
H4809;-14.43222453;16.48835222;21:00;FEED;diner;cour
H4809;-14.43235222;16.48834671;22:00;REST;Dormir;chambre
H4810;-14.43234061;16.48837728;01:00;REST;Dormir;chambre
H4810;-14.43234933;16.4882412;05:00;STILL;priere;cour
H4810;-14.43095111;16.48896239;06:00;STILL;‚cole coranique;gall‚ baba
H4810;-14.43234933;16.4882412;10:00;FEED;petit d‚jeuner;cour
H4810;233;186;11:00;STILL;aller au champ;Champ
H4810;-14.43234933;16.4882412;18:00;REST;repos et palabrer;cour
H4811;-14.43234061;16.48837728;01:00;REST;Dormir;chambre
H4811;-14.43217532;16.48824666;05:00;STILL;priere;cour
H4811;-14.43095111;16.48896239;06:00;STILL;‚cole coranique;gall‚ baba
H4811;-14.43217532;16.48824666;10:00;FEED;petit d‚jeuner;cour
H4811;233;186;11:00;STILL;aller au champ;Champ
H4811;-14.43217532;16.48824666;18:00;REST;repos et palabrer;cour
H4812;-14.43234061;16.48837728;01:00;REST;Dormir;chambre
H4812;-14.43217824;16.48823556;05:00;FEED;petit d‚jeuner;cour
H4812;-14.43095111;16.48896239;06:00;STILL;‚cole coranique;gall‚ baba
H4812;-14.43217824;16.48823556;10:00;FEED;petit d‚jeuner;cour
H4812;233;186;11:00;STILL;aller au champ;Champ
H4812;-14.43217824;16.48823556;18:00;REST;repos et palabrer;cour
H4814;-14.4322681;16.48831892;07:00;WANDER;tache m‚nag‚re;cour
H4814;-14.43095111;16.48896239;09:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H4814;-14.43210847;16.4883578;11:00;WANDER;pr‚parer le dejeuner;cuisine
H4814;-14.4322681;16.48831892;14:00;FEED;d‚jeuner;Cour
H4814;-14.43234061;16.48837728;15:00;REST;dormir;chambre
H4814;-14.43210847;16.4883578;17:00;WANDER;pr‚parer diner;cuisine
H4814;-14.4322681;16.48831892;21:00;FEED;diner;cour
H4814;-14.43234061;16.48837728;22:00;REST;Dormir;chambre
H4903;-14.43251782;16.4877983;06:00;WANDER;pri‚re+ tache m‚nag‚re;cour
H4903;233;186;07:00;STILL;aller au champ;Champ
H4903;-14.43251782;16.4877983;12:00;REST;repos;cour
H4903;-14.43251782;16.4877983;14:00;FEED;d‚jeuner;cour
H4903;-14.43251782;16.4877983;15:00;WANDER;faire le thŠ;Cour (269)
H4903;-14.43251782;16.4877983;16:00;STILL;palabrer;cour
H4903;-14.43259919;16.48778992;18:00;WANDER;pr‚parer le diner;cuisine
H4903;-14.43251782;16.4877983;20:00;FEED;diner;cour
H4903;-14.43251782;16.4877983;21:00;STILL;regarder la t‚l‚;cour 
H4903;-14.43262602;16.48792546;23:00;REST;Dormir;chambre
H4904;-14.43252358;16.48784008;06:00;WANDER;pri‚re+ pr‚parer petit d‚jeun‚;cour
H4904;233;0;07:50;STILL;aller … l'‚cole;School
H4904;-14.43252358;16.48784008;14:00;FEED;d‚jeuner;cour
H4904;-14.43262891;16.48789766;15:00;STILL;reviser;chambre 271
H4904;233;0;16:00;STILL;aller … l'‚cole;School
H4904;-14.43262891;16.48789766;18:00;STILL;reviser;Chambre 
H4904;-14.43252358;16.48784008;20:00;FEED;diner;cour
H4904;-14.43262891;16.48789766;21:00;STILL;reviser;Chambre 
H4904;-14.43262891;16.48789766;23:00;REST;Dormir;chambre
H4905;-14.43262891;16.48789766;06:00;WANDER;preparatif ‚cole;chambre
H4905;233;0;07:40;STILL;aller … l'‚cole;School
H4905;-14.4325323;16.4878735;14:00;FEED;d‚jeuner;cour
H4905;-14.43262891;16.48789766;15:00;STILL;r‚viser;chambre 272
H4905;233;0;17:00;STILL;aller … l'‚cole;School
H4905;-14.4325323;16.4878735;19:00;STILL;r‚viser;cour
H4905;-14.4325323;16.4878735;20:00;FEED;diner;cour
H4905;-14.4325323;16.4878735;21:00;STILL;r‚viser;cour
H4905;-14.43262891;16.48789766;23:00;REST;Dormir;chambre
H4906;-14.43251193;16.48788188;07:00;STILL;pri‚re;cour
H4906;-14.43251193;16.48788188;07:30;FEED;petit d‚jeuner;cour
H4906;-14.43095111;16.48896239;08:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H4906;-14.4329454;16.48846624;12:00;WANDER;aller jouer;village
H4906;-14.43251193;16.48788188;14:00;FEED;d‚jeuner;cour
H4906;-14.43251193;16.48788188;14:30;REST;repos;cour
H4906;-14.43095111;16.48896239;16:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H4906;-14.4340578;16.48531049;18:00;WANDER;aller regarder le foot;terrain
H4906;-14.43251193;16.48788188;19:00;FEED;diner;cour
H4906;-14.43249571;16.48760901;21:00;REST;Dormir;chambre
H4907;-14.43245963;16.48782617;07:00;STILL;pri‚re;cour
H4907;-14.43245963;16.48782617;07:30;FEED;petit dejeuner;cour
H4907;-14.43245963;16.48782617;08:00;WANDER;tache m‚nag‚re;cour
H4907;-14.43245963;16.48782617;10:00;REST;Repos;cour
H4907;-14.43259919;16.48778992;12:00;WANDER;pr‚parer le dejeuner;cuisine
H4907;-14.43245963;16.48782617;14:00;FEED;D‚jeuner;cour
H4907;-14.43245963;16.48782617;14:30;WANDER;Tƒche m‚nagŠre;cour
H4907;-14.43245963;16.48782617;15:00;STILL;palabrer;cour
H4907;-14.43259919;16.48778992;17:00;WANDER;pr‚parer le diner;cuisine
H4907;-14.43245963;16.48782617;20:30;FEED;diner;cour
H4907;-14.43249571;16.48760901;21:00;REST;Dormir;chambre
H5003;-14.43281979;16.48765638;05:00;WANDER;Pri‚re+ pr‚paratif ‚cole;chambre
H5003;233;0;07:40;STILL;aller … l'‚cole;School
H5003;-14.43280826;16.48758697;14:30;FEED;d‚jeuner;cour
H5003;-14.43281979;16.48765638;15:00;REST;R‚viser;chambre
H5003;233;0;16:00;STILL;aller … l'‚cole;School
H5003;-14.43292386;16.48765913;18:00;WANDER;Pr‚parer le diner;Cuisine
H5003;-14.43280826;16.48758697;20:30;FEED;diner;cour
H5003;-14.43281979;16.48765638;21:00;STILL;reviser;Chambre 
H5003;-14.43280821;16.48767582;23:00;REST;Dormir;chambre (268)
H5004;-14.4328401;16.48755643;06:00;STILL;Pri‚re;cour
H5004;-14.4328401;16.48755643;06:15;REST;Dormir;cour
H5004;-14.43321493;16.48682896;10:00;WANDER;aller  au march‚;march‚
H5004;-14.43294691;16.48763692;10:05;WANDER;entre dans le magasin;magasin (265)
H5004;-14.43292386;16.48765913;10:10;WANDER;pr‚parer le dejeuner;cuisine
H5004;-14.4328401;16.48755643;14:00;FEED;d‚jeuner;cour
H5004;-14.432507;16.4878401;15:00;STILL;Palabrer;maison (49)
H5004;-14.43285448;16.48766748;17:00;STILL;Regarder la t‚l‚;salon
H5004;-14.4328401;16.48755643;19:00;STILL;palabrer;cour 
H5004;-14.4328401;16.48755643;21:00;FEED;diner;cour
H5004;-14.4328401;16.48755643;22:00;REST;Repos;cour
H5004;-14.43280821;16.48767582;23:00;REST;Dormir;chambre (268)
H5106;-14.4332655;16.48815863;08:00;FEED;petit dejeuner;cour
H5106;-14.43236645;16.48569196;09:00;WANDER;aller au travail;tailleur march‚
H5106;-14.4332655;16.48815863;14:00;REST;repos;cour
H5106;-14.4332655;16.48815863;15:00;FEED;D‚jeuner;cour
H5106;-14.43236645;16.48569196;16:00;WANDER;aller au travail;atelier
H5106;-14.4332655;16.48815863;19:00;REST;repos;cour
H5106;-14.43316151;16.48822249;23:00;REST;dormir;chambre (275)
H5204;-14.43375327;16.48822836;06:00;STILL;PriŠre;Cour
H5204;-14.43375327;16.48822836;06:30;FEED;Petit d‚jeuner;cour
H5204;233;0;07:40;STILL;aller … l'‚cole;School
H5204;-14.4338443;16.48825374;14:00;FEED;D‚jeuner;cour
H5204;-14.43095111;16.48896239;15:00;STILL;‚cole coranique;cour
H5204;-14.43338979;16.48861453;17:00;WANDER;Jouer;village
H5204;-14.43387637;16.48816682;19:00;STILL;reviser;chambre
H5204;-14.43385578;16.4881528;21:00;REST;Dormir;chambre
H5206;-14.43363634;16.4883066;06:00;STILL;PriŠre;Cour
H5206;-14.43363634;16.4883066;07:00;FEED;Petit d‚jeuner;cour
H5206;-14.43198732;16.49017556;08:00;WANDER;aller au travail;village
H5206;-14.43363634;16.4883066;16:00;STILL;pri‚re;cour
H5206;-14.4338443;16.48825374;16:15;FEED;dejeuner;cour
H5206;-14.43261784;16.48593247;17:00;WANDER;aller au march‚;march‚
H5206;-14.43363634;16.4883066;19:00;STILL;regarder la t‚l‚;cour 
H5206;-14.43363634;16.4883066;21:00;REST;repos+ th‚;cour
H5206;-14.43366674;16.48808676;23:00;REST;Dormir;Chambre
H5209;-14.43375634;16.48829845;08:00;FEED;petit d‚jeuner+ tache m‚nag‚re;cour
H5209;-14.43095111;16.48896239;09:00;STILL;‚cole coranique;gall‚ baba
H5209;-14.43375634;16.48829845;11:00;WANDER;aide … la tƒche m‚nag‚re;cour
H5209;-14.43375634;16.48829845;14:00;FEED;D‚jeuner;cour
H5209;-14.43095111;16.48896239;15:00;STILL;‚cole coranique;gall‚ baba
H5209;-14.43375634;16.48829845;17:00;REST;repos;cour
H5209;-14.43375634;16.48829845;19:00;STILL;regarder la t‚l‚;cour 
H5209;-14.43375634;16.48829845;21:00;REST;repos+ th‚;cour
H5209;-14.43362565;16.48807572;23:00;REST;Dormir;Chambre
H5210;-14.43375634;16.48829845;06:00;STILL;PriŠre;Cour
H5210;-14.43375634;16.48829845;07:00;FEED;Petit d‚jeuner;cour
H5210;-14.43375634;16.48829845;08:00;FEED;petit d‚jeuner+ tache m‚nag‚re;cour
H5210;-14.43095111;16.48896239;09:00;STILL;‚cole coranique;gall‚ baba
H5210;-14.43375634;16.48829845;11:00;WANDER;aide … la tƒche m‚nag‚re;cour
H5210;-14.43375634;16.48829845;14:00;FEED;D‚jeuner;cour
H5210;-14.43095111;16.48896239;15:00;STILL;‚cole coranique;gall‚ baba
H5210;-14.43375634;16.48829845;17:00;REST;repos;cour
H5210;-14.43375634;16.48829845;19:00;REST;regarder t‚l‚;cour
H5210;-14.43375634;16.48829845;21:00;REST;repos+ th‚;cour
H5210;-14.43362565;16.48807572;23:00;REST;Dormir;Chambre
H5211;-14.43366564;16.4883739;00:00;REST;Dormir;chambre
H5211;-14.43378859;16.4882901;06:00;STILL;PriŠre;Cour
H5211;-14.43378859;16.4882901;06:30;FEED;Petit d‚jeuner;cour
H5211;233;0;07:30;STILL;aller … l'‚cole;School
H5211;-14.43378859;16.4882901;12:00;REST;Repos;cour
H5211;-14.4338443;16.48825374;14:00;FEED;d‚jeuner;cour
H5211;-14.43378859;16.4882901;15:00;REST;Dormir;cour
H5211;233;186;17:00;STILL;aller au champ;Champ
H5211;-14.43366564;16.4883739;19:00;STILL;reviser;chambre
H5211;-14.4338443;16.48825374;22:00;FEED;dŒner;cour
H5211;-14.43378859;16.4882901;23:00;STILL;regarder la t‚l‚;cour 
H5306;-14.43095111;16.48896239;06:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5306;-14.43275956;16.4885587;10:00;FEED;Petit d‚jeuner;Veranda
H5306;-14.43393165;16.49001833;11:00;WANDER;Visiter ses amis;Village
H5306;-14.43286507;16.48859783;14:00;FEED;d‚jeuner;cour
H5306;-14.43286507;16.48859783;15:00;REST;Se reposer;cour
H5306;-14.43095111;16.48896239;16:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5306;-14.43404394;16.48835243;18:00;WANDER;Football;Village
H5306;-14.43393165;16.49001833;19:00;WANDER;Visiter ses amis;Village
H5306;-14.43275736;16.4886244;23:00;REST;Dormir;chambre 141
H5307;-14.43287054;16.48874943;06:00;WANDER;PriŠre + Pr‚paratif;Chambre
H5307;233;0;07:40;STILL;aller … l'‚cole;School
H5307;-14.43291023;16.48861614;13:00;REST;Repos;Cour
H5307;-14.43291023;16.48861614;14:00;FEED;d‚jeuner;cour
H5307;-14.43291023;16.48861614;15:00;WANDER;Faire le thŠ;Cour
H5307;233;0;16:00;STILL;aller … l'‚cole;School
H5307;-14.4342324;16.48806345;18:00;WANDER;Jouer;Route Nationale
H5307;-14.43287054;16.48874943;19:00;STILL;Regarder la t‚l‚;Chambre
H5307;-14.43287054;16.48874943;20:00;STILL;R‚viser;Chambre
H5307;-14.43291023;16.48861614;22:00;REST;Dormir;chambre 141
H5308;-14.43095111;16.48896239;06:00;STILL;Ecole coranique;Gall‚ Baba
H5308;-14.43273949;16.48860853;10:00;FEED;Petit d‚jeuner;Veranda
H5308;-14.43393165;16.49001833;11:00;WANDER;Aller voir ses amis;Village
H5308;-14.43290733;16.48857161;14:00;FEED;d‚jeuner;cour
H5308;-14.43290733;16.48857161;15:00;REST;Se reposer;cour
H5308;-14.43095111;16.48896239;16:00;STILL;Ecole coranique;Gall‚ Baba
H5308;-14.43404394;16.48835243;18:00;WANDER;Football;Village
H5308;-14.43393165;16.49001833;19:00;WANDER;Visiter ses amis;Village
H5308;-14.43275736;16.4886244;23:00;REST;Dormir;chambre
H5309;-14.43095111;16.48896239;06:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5309;-14.43273949;16.48860853;10:00;FEED;Petit d‚jeuner;Veranda
H5309;-14.43393165;16.49001833;11:00;WANDER;Visiter ses amis;Village
H5309;-14.43301194;16.48842976;14:00;FEED;d‚jeuner;cour
H5309;-14.43301194;16.48842976;15:00;FEED;d‚jeuner;cour
H5309;-14.43095111;16.48896239;16:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5309;-14.43404394;16.48835243;18:00;WANDER;Football;Village
H5309;-14.43393165;16.49001833;19:00;WANDER;Visiter ses amis;Village
H5309;-14.43275736;16.4886244;23:00;REST;Dormir;chambre
H5310;-14.42458326;16.48754755;07:00;WANDER;Tƒche m‚nagŠre;Maison (139)
H5310;-14.43284686;16.48871259;08:00;WANDER;Aller dans le magasin;Magasin (142)
H5310;-14.43303806;16.48849094;09:00;WANDER;Pr‚parer le d‚jeuner;Cuisine
H5310;-14.43301194;16.48842976;14:00;FEED;d‚jeuner;cour
H5310;-14.43301194;16.48842976;15:00;WANDER;Tƒche m‚nagŠre;Cour
H5310;-14.43301194;16.48842976;15:30;REST;Dormir;cour
H5310;-14.43303806;16.48849094;17:00;WANDER;Pr‚parer le diner;Cuisine
H5310;-14.43301194;16.48842976;20:00;REST;Repos;Cour
H5310;-14.43275736;16.4886244;22:00;REST;Dormir;chambre 141
H5312;-14.43301704;16.48836193;00:00;REST;Dormir;chambre
H5312;-14.43293432;16.48855762;06:00;WANDER;PriŠre + tƒche m‚nagŠre;Cour
H5312;-14.43301015;16.48839136;10:00;WANDER;Connexion + Vente de bois;Veranda
H5312;-14.43293432;16.48855762;14:00;FEED;d‚jeuner;cour
H5312;-14.43301015;16.48839136;15:00;REST;dormir;veranda
H5312;-14.43300061;16.48836067;17:00;WANDER;Aller dans le Magasin;Magasin
H5312;-14.43303806;16.48849094;17:15;WANDER;Pr‚parer le diner;Cuisine
H5312;-14.43293432;16.48855762;21:00;FEED;Diner;cour
H5312;-14.43301015;16.48839136;22:00;STILL;Connexion;Veranda
H5313;-14.43303903;16.48840519;08:00;STILL;PriŠre;Veranda
H5313;-14.43303903;16.48840519;08:30;FEED;Petit d‚jeuner;Veranda
H5313;233;186;10:00;STILL;aller au champ;Champ
H5313;-14.43287344;16.48849368;13:00;REST;Repos;Cour
H5313;-14.43287344;16.48849368;14:00;FEED;d‚jeuner;cour
H5313;-14.43287344;16.48849368;15:00;WANDER;Faire le thŠ;Cour
H5313;-14.43287344;16.48849368;16:00;REST;Repos;Cour
H5313;-14.4340579;16.48512556;17:00;WANDER;Aller au Terrain;Terrain de foot
H5313;-14.43393165;16.49001833;19:00;WANDER;Visiter ses amis;Village
H5313;-14.43326592;16.48837524;22:00;REST;Dormir;Chambre
H5317;-14.43285894;16.48852426;08:00;WANDER;PriŠre + tƒche m‚nagŠre;Cour
H5317;-14.43285894;16.48852426;09:00;FEED;Petit d‚jeuner;Cour
H5317;-14.43332934;16.48960207;10:00;WANDER;Aller jouer;Village
H5317;-14.43285894;16.48852426;14:00;FEED;d‚jeuner;cour
H5317;-14.43303806;16.48849094;14:30;WANDER;Nettoyer les assiettes;Cuisine
H5317;-14.43285894;16.48852426;15:00;REST;Repos;Cour
H5317;-14.43275736;16.4886244;17:00;STILL;Regarder la t‚l‚;Chambre (141)
H5317;-14.43285894;16.48852426;19:00;STILL;Palabrer;Cour
H5317;-14.43303722;16.48836197;21:00;REST;Dormir;chambre
H5404;-14.43245072;16.4889283;08:00;FEED;Petit d‚jeuner;Veranda
H5404;-14.43095111;16.48896239;09:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5404;-14.43245072;16.4889283;12:00;REST;Repos;veranda
H5404;-14.43232899;16.48887826;14:00;FEED;d‚jeuner;cour
H5404;-14.43095111;16.48896239;15:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5404;-14.43245072;16.4889283;19:00;REST;Repos;veranda
H5404;-14.43232899;16.48887826;21:00;FEED;diner;cour
H5404;-14.43249127;16.48896164;21:30;REST;Dormir;chambre (169)
H5405;-14.43245072;16.4889283;08:00;FEED;Petit d‚jeuner;Veranda
H5405;-14.43095111;16.48896239;09:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5405;-14.43245072;16.4889283;12:00;REST;Repos;veranda
H5405;-14.4323638;16.48883932;14:00;FEED;d‚jeuner;cour
H5405;-14.43095111;16.48896239;15:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5405;-14.43245072;16.4889283;19:00;REST;Repos;veranda
H5405;-14.4323638;16.48883932;21:00;FEED;diner;cour
H5405;-14.43249127;16.48896164;21:30;REST;Dormir;chambre (169)
H5406;-14.43245072;16.4889283;08:00;FEED;Petit d‚jeuner;Veranda
H5406;-14.43095111;16.48896239;09:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5406;-14.43245072;16.4889283;12:00;REST;Repos;veranda
H5406;-14.43242468;16.48886157;14:00;FEED;d‚jeuner;cour
H5406;-14.43095111;16.48896239;15:00;STILL;aller … l'‚cole coranique;Gall‚ Baba
H5406;-14.43245072;16.4889283;19:00;REST;Repos;veranda
H5406;-14.43242468;16.48886157;21:00;FEED;diner;cour
H5406;-14.43249127;16.48896164;21:30;REST;Dormir;chambre (169)
H5505;-14.43027731;16.48843767;06:00;WANDER;pri‚re+ prepa+ petit dej;chambre
H5505;233;0;07:45;STILL;aller … l'‚cole;School
H5505;-14.43021297;16.48853248;14:30;FEED;d‚jeuner;cour
H5505;233;186;15:00;WANDER;amener le repas auChamp;Champ
H5505;-14.43037067;16.48845713;17:00;WANDER;pr‚parer diner;cuisine
H5505;-14.43027731;16.48843767;20:00;STILL;reviser;chambre
H5505;-14.43021297;16.48853248;21:00;FEED;diner;cour
H5505;-14.43027731;16.48843767;22:00;REST;dormir;chambre
H5509;-14.43024537;16.48843209;00:00;REST;dormir;chambre
H5509;-14.43018679;16.48851298;06:00;FEED;petit dej;cour
H5509;-14.43095111;16.48896239;08:00;STILL;‚cole coranique;gall‚ baba
H5509;233;186;11:00;STILL;aller au champ;Champ
H5509;-14.43095111;16.48896239;14:00;STILL;‚cole coranique;gall‚ baba
H5509;-14.43018679;16.48851298;15:00;FEED;D‚jeuner;cour
H5509;-14.43018679;16.48851298;16:00;REST;reposer;cour
H5509;-14.43095111;16.48896239;22:00;STILL;‚cole coranique;gall‚ baba
H5605;-14.43095181;16.48905033;06:00;WANDER;pr‚paration pour ‚cole;chambre
H5605;233;0;07:40;STILL;aller … l'‚cole;School
H5605;-14.43108529;16.48895862;14:30;FEED;d‚jeuner;cour
H5605;-14.43095181;16.48905033;15:00;REST;Dormir;chambre
H5605;-14.43095181;16.48905033;16:00;STILL;reviser;chambre
H5605;-14.43103585;16.48905867;18:00;WANDER;passage au magasin;magasin
H5605;-14.43104165;16.48905867;18:05;WANDER;pr‚parer le diner;cuisine
H5605;-14.43108529;16.48895862;21:00;FEED;Diner;cour
H5605;-14.43098078;16.48905588;22:00;REST;Dormir;Chambre
H5606;-14.43107946;16.48898087;06:00;WANDER;pri‚re+ pr‚paratif petit dej;cour
H5606;233;0;07:40;STILL;aller … l'‚cole;School
H5606;-14.43104165;16.48905867;12:00;WANDER;Pr‚parer le d‚jeuner;cuisine
H5606;-14.43107946;16.48898087;14:00;FEED;d‚jeuner;cour
H5606;-14.43098078;16.48905588;15:00;REST;Dormir;chambre
H5606;-14.43107946;16.48898087;16:00;STILL;Palabrer;Cour
H5606;-14.43104165;16.48905867;18:00;WANDER;pr‚parer le diner;cuisine
H5606;-14.43103585;16.48905867;20:00;WANDER;entrer dans le magasin;magasin
H5606;-14.43104165;16.48905867;20:10;WANDER;pr‚parer le diner;cuisine
H5606;-14.43107946;16.48898087;20:30;FEED;Diner;cour
H5606;-14.43098078;16.48905588;21:00;STILL;r‚viser;chambre
H5606;-14.43098078;16.48905588;23:00;REST;Dormir;Chambre
H5704;-14.43095111;16.48896239;06:00;STILL;Ecole coranique;Gall‚ Baba
H5704;-14.43297131;16.4884216;12:00;WANDER;Jouer;village
H5704;-14.43192102;16.48835735;14:00;FEED;d‚jeuner;cour
H5704;-14.43192102;16.48835735;15:00;REST;Repos;cour
H5704;-14.43095111;16.48896239;16:00;STILL;Ecole coranique;Gall‚ Baba
H5704;-14.43192102;16.48835735;18:00;STILL;Pri‚re;Cour
H5704;-14.43192102;16.48835735;21:00;FEED;Diner;cour
H5704;-14.4318195;16.48842969;22:00;REST;Dormir;chambre
H5705;-14.43192682;16.48835457;07:00;WANDER;Puiser de l'eau + Tƒche m‚nag‚re;Cour
H5705;-14.43188043;16.48829602;10:00;WANDER;Entre dans le magasin;magasin (187)
H5705;-14.43192682;16.48835457;10:15;REST;Repos;cour
H5705;-14.43192682;16.48835457;14:00;FEED;D‚jeuner;cour
H5705;-14.43295987;16.48852732;15:00;WANDER;Visiter ses amis;Village
H5705;-14.43144966;16.48960594;17:00;WANDER;Puiser de l'eau;Village
H5705;-14.43188618;16.48828492;18:00;STILL;Regarder la t‚l‚;Chambre
H5705;-14.43192682;16.48835457;21:00;FEED;Diner;cour
H5705;-14.43188618;16.48828492;22:00;REST;Dormir;chambre
H5706;-14.4319472;16.4883629;07:00;WANDER;Puiser de l'eau + Tƒche m‚nag‚re;Cour
