DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
02/01/1909;67;232;river;;;81268;;18/07/2014;JLF;
02/01/1909;67;118;river;;;41368;;18/07/2014;JLF;
02/01/1909;67;119;river;;;41718;;18/07/2014;JLF;
02/01/1909;67;120;river;;;42068;;18/07/2014;JLF;
02/01/1909;67;209;river;;;73218;;18/07/2014;JLF;
02/01/1909;67;225;river;;;78818;;18/07/2014;JLF;
02/01/1909;68;123;river;;;43119;;18/07/2014;JLF;
02/01/1909;68;124;river;;;43469;;18/07/2014;JLF;
02/01/1909;68;125;river;;;43819;;18/07/2014;JLF;
02/01/1909;68;211;river;;;73919;;18/07/2014;JLF;
02/01/1909;68;212;river;;;74269;;18/07/2014;JLF;
02/01/1909;68;213;river;;;74619;;18/07/2014;JLF;
02/01/1909;68;232;river;;;81269;;18/07/2014;JLF;
02/01/1909;68;233;river;;;81619;;18/07/2014;JLF;
02/01/1909;68;234;river;;;81969;;18/07/2014;JLF;
02/01/1909;68;235;river;;;82319;;18/07/2014;JLF;
02/01/1909;68;111;river;;;38919;;18/07/2014;JLF;
02/01/1909;68;122;river;;;42769;;18/07/2014;JLF;
02/01/1909;68;210;river;;;73569;;18/07/2014;JLF;
02/01/1909;68;231;river;;;80919;;18/07/2014;JLF;
02/01/1909;69;125;river;;;43820;;18/07/2014;JLF;
02/01/1909;69;126;river;;;44170;;18/07/2014;JLF;
02/01/1909;69;212;river;;;74270;;18/07/2014;JLF;
02/01/1909;69;213;river;;;74620;;18/07/2014;JLF;
02/01/1909;69;214;river;;;74970;;18/07/2014;JLF;
02/01/1909;69;233;river;;;81620;;18/07/2014;JLF;
02/01/1909;69;234;river;;;81970;;18/07/2014;JLF;
02/01/1909;69;235;river;;;82320;;18/07/2014;JLF;
02/01/1909;69;236;river;;;82670;;18/07/2014;JLF;
02/01/1909;69;124;river;;;43470;;18/07/2014;JLF;
02/01/1909;69;211;river;;;73920;;18/07/2014;JLF;
02/01/1909;69;232;river;;;81270;;18/07/2014;JLF;
02/01/1909;70;213;river;;;74621;;18/07/2014;JLF;
02/01/1909;70;214;river;;;74971;;18/07/2014;JLF;
02/01/1909;70;215;river;;;75321;;18/07/2014;JLF;
02/01/1909;70;216;river;;;75671;;18/07/2014;JLF;
