DATE EVENT;X;Y;EVENT;VALUES_1;VALUES_2;COMMENTS;
09/11/2016;-14.4323168255;16.4848126980534;Human;H1113_Alassane_N.;M:12;;
09/11/2016;-14.4295330856;16.4859989488562;Human;H0408_Mamadou_S.;M:13;;
09/11/2016;-14.4323168255;16.4848126980534;Human;H1112_Mamadou_T.;M:13;;
09/11/2016;-14.4314893640;16.4851149027731;Human;H1303_Ndiaye_S.;M:13;;
09/11/2016;-14.4246363200;16.4870573603424;Human;H13802_Mamadou_D.;M:13;;
09/11/2016;-14.4339805566;16.4856811835124;Human;H2807_Mamoudou_M.;M:13;;
09/11/2016;-14.4339570872;16.4856946862242;Human;H2809_Ousmane_M.;M:13;;
09/11/2016;-14.4297367798;16.4879201529500;Human;H4205_Bayla_S.;M:13;;
09/11/2016;-14.4297861914;16.4877996392094;Human;H4207_Ismaila_D.;M:13;;
09/11/2016;-14.4300798434;16.4878693097721;Human;H4511_Abou_B.;M:13;;
09/11/2016;-14.4300795358;16.4880814635885;Human;H4513_Ablaye_B.;M:13;;
09/11/2016;-14.4300385774;16.4880062671263;Human;H4524_Hamidou_B.;M:13;;
09/11/2016;-14.4300535730;16.4879418923665;Human;H4526_Oumar_D.;M:13;;
09/11/2016;-14.4307864589;16.4884666605447;Human;H4603_Amadou_S.;M:13;;
09/11/2016;-14.4323406088;16.4883772805503;Human;H4810_Mamadou_S.;M:13;;
09/11/2016;-14.4323406088;16.4883772805503;Human;H4811_Thierno_S.;M:13;;
09/11/2016;-14.4323406088;16.4883772805503;Human;H4812_Demba_S.;M:13;;
09/11/2016;-14.4323406088;16.4883772805503;Human;H4814_Bandele_S.;M:13;;
09/11/2016;-14.4324957115;16.4876090060787;Human;H4906_Mamadou_T.;M:13;;
09/11/2016;-14.4331615114;16.4882224916924;Human;H5106_Ismaïla_S.;M:13;;
09/11/2016;-14.4338763747;16.4881668226760;Human;H5204_Aliou_B.;M:13;;
09/11/2016;-14.4336667356;16.4880867615814;Human;H5206_Aliou_B.;M:13;;
09/11/2016;-14.4336256529;16.4880757240112;Human;H5209_Fadouma_C.;M:13;;
09/11/2016;-14.4336656432;16.4883738960704;Human;H5211_Mamadou_C.;M:13;;
09/11/2016;-14.4327573613;16.4886243966678;Human;H5306_Demba_N.;M:13;;
09/11/2016;-14.4329102337;16.4886161362139;Human;H5307_Baba_N.;M:13;;
09/11/2016;-14.4327573613;16.4886243966678;Human;H5308_Aliou_D.;M:13;;
09/11/2016;-14.4327573613;16.4886243966678;Human;H5309_Moussa_D.;M:13;;
09/11/2016;-14.4332659186;16.4883752442142;Human;H5313_Adama_N.;M:13;;
09/11/2016;-14.4324912738;16.4889616406499;Human;H5404_Mamadou_D.;M:13;;
09/11/2016;-14.4324912738;16.4889616406499;Human;H5405_Amadou_D.;M:13;;
09/11/2016;-14.4302453659;16.4884320931698;Human;H5509_Demba_L.;M:13;;
09/11/2016;-14.4318195049;16.4884296871847;Human;H5704_Kalidou_B.;M:13;;
09/11/2016;-14.4320249350;16.4887922939607;Human;H5806_Moctar_N.;M:13;;
09/11/2016;-14.4316091273;16.4878419171233;Human;H6105_Racine_D.;M:13;;
09/11/2016;-14.4317525582;16.4874697955915;Human;H6119_Baba_D.;M:13;;
09/11/2016;-14.4317525582;16.4874697955915;Human;H6122_Seckou_D.;M:13;;
09/11/2016;-14.4317525582;16.4874697955915;Human;H6123_Mamadou_D.;M:13;;
09/11/2016;-14.4322692359;16.4894047520183;Human;H6208_Bocar_S.;M:13;;
09/11/2016;-14.4323649765;16.4894186770848;Human;H6209_Mamadou_S.;M:13;;
09/11/2016;-14.4328753796;16.4890767886402;Human;H6302_Abdoul_S.;M:13;;
09/11/2016;-14.4328520889;16.4890768096509;Human;H6305_Bilal_D.;M:13;;
09/11/2016;-14.426218;16.487501;Mus musculus;F;;2020.11.10 M.Sall ;
