DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;COMMENT;date ajout;resp. ajout;;
01/01/1950;16;43;GNT-MEDIUM;;;;;JLF;;
01/01/1950;16;44;GNT-MEDIUM;;;;;JLF;;
01/01/1950;16;45;GNT-MEDIUM;;;;;JLF;;
01/01/1950;16;46;GNT-MEDIUM;;;;;JLF;;
01/01/1950;16;47;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;41;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;42;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;43;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;44;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;45;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;46;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;47;GNT-MEDIUM;;;;;JLF;;
01/01/1950;17;48;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;41;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;42;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;43;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;44;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;45;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;46;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;47;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;48;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;49;GNT-MEDIUM;;;;;JLF;;
01/01/1950;18;50;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;43;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;44;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;45;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;46;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;47;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;48;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;49;GNT-MEDIUM;;;;;JLF;;
01/01/1950;19;50;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;45;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;46;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;47;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;48;GNT-MEDIUM;;;;;JLF;;
01/01/1950;20;49;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;21;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;22;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;22;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;22;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;22;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;22;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;23;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;23;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;23;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;23;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;23;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;24;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;24;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;24;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;24;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;3;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;25;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;3;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;26;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;3;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;27;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;3;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;28;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;3;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;29;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;4;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;30;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;31;5;GNT-MEDIUM;;;;;JLF;;
01/01/1950;31;6;GNT-MEDIUM;;;;;JLF;;
01/01/1950;31;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;31;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;31;27;GNT-MEDIUM;;;;;JLF;;
01/01/1950;32;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;32;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;32;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;32;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;32;27;GNT-MEDIUM;;;;;JLF;;
01/01/1950;33;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;33;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;33;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;33;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;33;27;GNT-MEDIUM;;;;;JLF;;
01/01/1950;34;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;34;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;34;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;34;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;34;27;GNT-MEDIUM;;;;;JLF;;
01/01/1950;35;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;35;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;35;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;35;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;35;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;10;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;36;26;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;10;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;37;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;10;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;38;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;7;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;10;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;23;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;39;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;40;8;GNT-MEDIUM;;;;;JLF;;
01/01/1950;40;9;GNT-MEDIUM;;;;;JLF;;
01/01/1950;40;24;GNT-MEDIUM;;;;;JLF;;
01/01/1950;40;25;GNT-MEDIUM;;;;;JLF;;
01/01/1950;50;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;50;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;51;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;51;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;51;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;52;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;52;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;52;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;52;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;53;17;GNT-MEDIUM;;;;;JLF;;
01/01/1950;53;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;53;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;53;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;53;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;54;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;54;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;54;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;54;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;54;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;55;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;55;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;55;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;55;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;55;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;56;18;GNT-MEDIUM;;;;;JLF;;
01/01/1950;56;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;56;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;56;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;56;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;57;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;57;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;57;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;57;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;58;19;GNT-MEDIUM;;;;;JLF;;
01/01/1950;58;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;58;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;58;22;GNT-MEDIUM;;;;;JLF;;
01/01/1950;59;20;GNT-MEDIUM;;;;;JLF;;
01/01/1950;59;21;GNT-MEDIUM;;;;;JLF;;
01/01/1950;3;35;GNT-WEAK;;;;;JLF;;
01/01/1950;4;34;GNT-WEAK;;;;;JLF;;
01/01/1950;4;35;GNT-WEAK;;;;;JLF;;
01/01/1950;4;36;GNT-WEAK;;;;;JLF;;
01/01/1950;5;33;GNT-WEAK;;;;;JLF;;
01/01/1950;5;34;GNT-WEAK;;;;;JLF;;
01/01/1950;5;35;GNT-WEAK;;;;;JLF;;
01/01/1950;5;36;GNT-WEAK;;;;;JLF;;
01/01/1950;6;32;GNT-WEAK;;;;;JLF;;
01/01/1950;6;33;GNT-WEAK;;;;;JLF;;
01/01/1950;6;34;GNT-WEAK;;;;;JLF;;
01/01/1950;6;35;GNT-WEAK;;;;;JLF;;
01/01/1950;6;36;GNT-WEAK;;;;;JLF;;
01/01/1950;6;37;GNT-WEAK;;;;;JLF;;
01/01/1950;7;37;GNT-WEAK;;;;;JLF;;
01/01/1950;8;29;GNT-WEAK;;;;;JLF;;
01/01/1950;8;38;GNT-WEAK;;;;;JLF;;
01/01/1950;9;27;GNT-WEAK;;;;;JLF;;
01/01/1950;9;28;GNT-WEAK;;;;;JLF;;
01/01/1950;9;29;GNT-WEAK;;;;;JLF;;
01/01/1950;9;38;GNT-WEAK;;;;;JLF;;
01/01/1950;9;39;GNT-WEAK;;;;;JLF;;
01/01/1950;10;26;GNT-WEAK;;;;;JLF;;
01/01/1950;10;27;GNT-WEAK;;;;;JLF;;
01/01/1950;10;28;GNT-WEAK;;;;;JLF;;
01/01/1950;10;29;GNT-WEAK;;;;;JLF;;
01/01/1950;10;39;GNT-WEAK;;;;;JLF;;
01/01/1950;10;40;GNT-WEAK;;;;;JLF;;
01/01/1950;11;1;GNT-WEAK;;;;;JLF;;
01/01/1950;11;2;GNT-WEAK;;;;;JLF;;
01/01/1950;11;3;GNT-WEAK;;;;;JLF;;
01/01/1950;11;4;GNT-WEAK;;;;;JLF;;
01/01/1950;11;5;GNT-WEAK;;;;;JLF;;
01/01/1950;11;6;GNT-WEAK;;;;;JLF;;
01/01/1950;11;7;GNT-WEAK;;;;;JLF;;
01/01/1950;11;8;GNT-WEAK;;;;;JLF;;
01/01/1950;11;9;GNT-WEAK;;;;;JLF;;
01/01/1950;11;10;GNT-WEAK;;;;;JLF;;
01/01/1950;11;11;GNT-WEAK;;;;;JLF;;
01/01/1950;11;22;GNT-WEAK;;;;;JLF;;
01/01/1950;11;23;GNT-WEAK;;;;;JLF;;
01/01/1950;11;24;GNT-WEAK;;;;;JLF;;
01/01/1950;11;25;GNT-WEAK;;;;;JLF;;
01/01/1950;11;26;GNT-WEAK;;;;;JLF;;
01/01/1950;11;27;GNT-WEAK;;;;;JLF;;
01/01/1950;11;28;GNT-WEAK;;;;;JLF;;
01/01/1950;11;29;GNT-WEAK;;;;;JLF;;
01/01/1950;11;41;GNT-WEAK;;;;;JLF;;
01/01/1950;11;42;GNT-WEAK;;;;;JLF;;
01/01/1950;12;1;GNT-WEAK;;;;;JLF;;
01/01/1950;12;2;GNT-WEAK;;;;;JLF;;
01/01/1950;12;3;GNT-WEAK;;;;;JLF;;
01/01/1950;12;4;GNT-WEAK;;;;;JLF;;
01/01/1950;12;5;GNT-WEAK;;;;;JLF;;
01/01/1950;12;6;GNT-WEAK;;;;;JLF;;
01/01/1950;12;7;GNT-WEAK;;;;;JLF;;
01/01/1950;12;8;GNT-WEAK;;;;;JLF;;
01/01/1950;12;9;GNT-WEAK;;;;;JLF;;
01/01/1950;12;10;GNT-WEAK;;;;;JLF;;
01/01/1950;12;11;GNT-WEAK;;;;;JLF;;
01/01/1950;12;12;GNT-WEAK;;;;;JLF;;
01/01/1950;12;21;GNT-WEAK;;;;;JLF;;
01/01/1950;12;22;GNT-WEAK;;;;;JLF;;
01/01/1950;12;23;GNT-WEAK;;;;;JLF;;
01/01/1950;12;24;GNT-WEAK;;;;;JLF;;
01/01/1950;12;25;GNT-WEAK;;;;;JLF;;
01/01/1950;12;26;GNT-WEAK;;;;;JLF;;
01/01/1950;12;27;GNT-WEAK;;;;;JLF;;
01/01/1950;12;28;GNT-WEAK;;;;;JLF;;
01/01/1950;12;29;GNT-WEAK;;;;;JLF;;
01/01/1950;12;42;GNT-WEAK;;;;;JLF;;
01/01/1950;12;43;GNT-WEAK;;;;;JLF;;
01/01/1950;12;44;GNT-WEAK;;;;;JLF;;
01/01/1950;13;1;GNT-WEAK;;;;;JLF;;
01/01/1950;13;2;GNT-WEAK;;;;;JLF;;
01/01/1950;13;3;GNT-WEAK;;;;;JLF;;
01/01/1950;13;4;GNT-WEAK;;;;;JLF;;
01/01/1950;13;5;GNT-WEAK;;;;;JLF;;
01/01/1950;13;6;GNT-WEAK;;;;;JLF;;
01/01/1950;13;7;GNT-WEAK;;;;;JLF;;
01/01/1950;13;8;GNT-WEAK;;;;;JLF;;
01/01/1950;13;9;GNT-WEAK;;;;;JLF;;
01/01/1950;13;10;GNT-WEAK;;;;;JLF;;
01/01/1950;13;11;GNT-WEAK;;;;;JLF;;
01/01/1950;13;12;GNT-WEAK;;;;;JLF;;
01/01/1950;13;19;GNT-WEAK;;;;;JLF;;
01/01/1950;13;20;GNT-WEAK;;;;;JLF;;
01/01/1950;13;21;GNT-WEAK;;;;;JLF;;
01/01/1950;13;22;GNT-WEAK;;;;;JLF;;
01/01/1950;13;23;GNT-WEAK;;;;;JLF;;
01/01/1950;13;24;GNT-WEAK;;;;;JLF;;
01/01/1950;13;25;GNT-WEAK;;;;;JLF;;
01/01/1950;13;26;GNT-WEAK;;;;;JLF;;
01/01/1950;13;27;GNT-WEAK;;;;;JLF;;
01/01/1950;13;28;GNT-WEAK;;;;;JLF;;
01/01/1950;13;29;GNT-WEAK;;;;;JLF;;
01/01/1950;13;42;GNT-WEAK;;;;;JLF;;
01/01/1950;13;43;GNT-WEAK;;;;;JLF;;
01/01/1950;13;44;GNT-WEAK;;;;;JLF;;
01/01/1950;13;45;GNT-WEAK;;;;;JLF;;
01/01/1950;14;1;GNT-WEAK;;;;;JLF;;
01/01/1950;14;2;GNT-WEAK;;;;;JLF;;
01/01/1950;14;3;GNT-WEAK;;;;;JLF;;
01/01/1950;14;4;GNT-WEAK;;;;;JLF;;
01/01/1950;14;5;GNT-WEAK;;;;;JLF;;
01/01/1950;14;6;GNT-WEAK;;;;;JLF;;
01/01/1950;14;7;GNT-WEAK;;;;;JLF;;
01/01/1950;14;8;GNT-WEAK;;;;;JLF;;
01/01/1950;14;9;GNT-WEAK;;;;;JLF;;
01/01/1950;14;10;GNT-WEAK;;;;;JLF;;
01/01/1950;14;11;GNT-WEAK;;;;;JLF;;
01/01/1950;14;12;GNT-WEAK;;;;;JLF;;
01/01/1950;14;19;GNT-WEAK;;;;;JLF;;
01/01/1950;14;20;GNT-WEAK;;;;;JLF;;
01/01/1950;14;21;GNT-WEAK;;;;;JLF;;
01/01/1950;14;22;GNT-WEAK;;;;;JLF;;
01/01/1950;14;23;GNT-WEAK;;;;;JLF;;
01/01/1950;14;24;GNT-WEAK;;;;;JLF;;
01/01/1950;14;25;GNT-WEAK;;;;;JLF;;
01/01/1950;14;44;GNT-WEAK;;;;;JLF;;
01/01/1950;14;45;GNT-WEAK;;;;;JLF;;
01/01/1950;14;46;GNT-WEAK;;;;;JLF;;
01/01/1950;14;51;GNT-WEAK;;;;;JLF;;
01/01/1950;14;52;GNT-WEAK;;;;;JLF;;
01/01/1950;15;1;GNT-WEAK;;;;;JLF;;
01/01/1950;15;2;GNT-WEAK;;;;;JLF;;
01/01/1950;15;3;GNT-WEAK;;;;;JLF;;
01/01/1950;15;4;GNT-WEAK;;;;;JLF;;
01/01/1950;15;5;GNT-WEAK;;;;;JLF;;
01/01/1950;15;6;GNT-WEAK;;;;;JLF;;
01/01/1950;15;7;GNT-WEAK;;;;;JLF;;
01/01/1950;15;8;GNT-WEAK;;;;;JLF;;
01/01/1950;15;9;GNT-WEAK;;;;;JLF;;
01/01/1950;15;10;GNT-WEAK;;;;;JLF;;
01/01/1950;15;11;GNT-WEAK;;;;;JLF;;
01/01/1950;15;12;GNT-WEAK;;;;;JLF;;
01/01/1950;15;19;GNT-WEAK;;;;;JLF;;
01/01/1950;15;20;GNT-WEAK;;;;;JLF;;
01/01/1950;15;21;GNT-WEAK;;;;;JLF;;
01/01/1950;15;22;GNT-WEAK;;;;;JLF;;
01/01/1950;15;23;GNT-WEAK;;;;;JLF;;
01/01/1950;15;24;GNT-WEAK;;;;;JLF;;
01/01/1950;15;25;GNT-WEAK;;;;;JLF;;
01/01/1950;15;45;GNT-WEAK;;;;;JLF;;
01/01/1950;15;46;GNT-WEAK;;;;;JLF;;
01/01/1950;15;47;GNT-WEAK;;;;;JLF;;
01/01/1950;15;48;GNT-WEAK;;;;;JLF;;
01/01/1950;15;50;GNT-WEAK;;;;;JLF;;
01/01/1950;15;51;GNT-WEAK;;;;;JLF;;
01/01/1950;15;52;GNT-WEAK;;;;;JLF;;
01/01/1950;15;53;GNT-WEAK;;;;;JLF;;
01/01/1950;16;1;GNT-WEAK;;;;;JLF;;
01/01/1950;16;2;GNT-WEAK;;;;;JLF;;
01/01/1950;16;3;GNT-WEAK;;;;;JLF;;
01/01/1950;16;4;GNT-WEAK;;;;;JLF;;
01/01/1950;16;5;GNT-WEAK;;;;;JLF;;
01/01/1950;16;6;GNT-WEAK;;;;;JLF;;
01/01/1950;16;7;GNT-WEAK;;;;;JLF;;
01/01/1950;16;8;GNT-WEAK;;;;;JLF;;
01/01/1950;16;9;GNT-WEAK;;;;;JLF;;
01/01/1950;16;10;GNT-WEAK;;;;;JLF;;
01/01/1950;16;11;GNT-WEAK;;;;;JLF;;
01/01/1950;16;12;GNT-WEAK;;;;;JLF;;
01/01/1950;16;18;GNT-WEAK;;;;;JLF;;
01/01/1950;16;20;GNT-WEAK;;;;;JLF;;
01/01/1950;16;21;GNT-WEAK;;;;;JLF;;
01/01/1950;16;22;GNT-WEAK;;;;;JLF;;
01/01/1950;16;23;GNT-WEAK;;;;;JLF;;
01/01/1950;16;24;GNT-WEAK;;;;;JLF;;
01/01/1950;16;48;GNT-WEAK;;;;;JLF;;
01/01/1950;16;49;GNT-WEAK;;;;;JLF;;
01/01/1950;16;50;GNT-WEAK;;;;;JLF;;
01/01/1950;16;51;GNT-WEAK;;;;;JLF;;
01/01/1950;16;52;GNT-WEAK;;;;;JLF;;
01/01/1950;16;53;GNT-WEAK;;;;;JLF;;
01/01/1950;17;1;GNT-WEAK;;;;;JLF;;
01/01/1950;17;2;GNT-WEAK;;;;;JLF;;
01/01/1950;17;3;GNT-WEAK;;;;;JLF;;
01/01/1950;17;4;GNT-WEAK;;;;;JLF;;
01/01/1950;17;5;GNT-WEAK;;;;;JLF;;
01/01/1950;17;6;GNT-WEAK;;;;;JLF;;
01/01/1950;17;7;GNT-WEAK;;;;;JLF;;
01/01/1950;17;8;GNT-WEAK;;;;;JLF;;
01/01/1950;17;9;GNT-WEAK;;;;;JLF;;
01/01/1950;17;10;GNT-WEAK;;;;;JLF;;
01/01/1950;17;11;GNT-WEAK;;;;;JLF;;
01/01/1950;17;12;GNT-WEAK;;;;;JLF;;
01/01/1950;17;18;GNT-WEAK;;;;;JLF;;
01/01/1950;17;21;GNT-WEAK;;;;;JLF;;
01/01/1950;17;22;GNT-WEAK;;;;;JLF;;
01/01/1950;17;23;GNT-WEAK;;;;;JLF;;
01/01/1950;17;24;GNT-WEAK;;;;;JLF;;
01/01/1950;17;49;GNT-WEAK;;;;;JLF;;
01/01/1950;17;50;GNT-WEAK;;;;;JLF;;
01/01/1950;17;51;GNT-WEAK;;;;;JLF;;
01/01/1950;17;52;GNT-WEAK;;;;;JLF;;
01/01/1950;17;53;GNT-WEAK;;;;;JLF;;
01/01/1950;18;2;GNT-WEAK;;;;;JLF;;
01/01/1950;18;3;GNT-WEAK;;;;;JLF;;
01/01/1950;18;4;GNT-WEAK;;;;;JLF;;
01/01/1950;18;5;GNT-WEAK;;;;;JLF;;
01/01/1950;18;6;GNT-WEAK;;;;;JLF;;
01/01/1950;18;7;GNT-WEAK;;;;;JLF;;
01/01/1950;18;8;GNT-WEAK;;;;;JLF;;
01/01/1950;18;9;GNT-WEAK;;;;;JLF;;
01/01/1950;18;10;GNT-WEAK;;;;;JLF;;
01/01/1950;18;11;GNT-WEAK;;;;;JLF;;
01/01/1950;18;18;GNT-WEAK;;;;;JLF;;
01/01/1950;18;23;GNT-WEAK;;;;;JLF;;
01/01/1950;18;24;GNT-WEAK;;;;;JLF;;
01/01/1950;18;51;GNT-WEAK;;;;;JLF;;
01/01/1950;18;52;GNT-WEAK;;;;;JLF;;
01/01/1950;18;53;GNT-WEAK;;;;;JLF;;
01/01/1950;19;2;GNT-WEAK;;;;;JLF;;
01/01/1950;19;3;GNT-WEAK;;;;;JLF;;
01/01/1950;19;4;GNT-WEAK;;;;;JLF;;
01/01/1950;19;5;GNT-WEAK;;;;;JLF;;
01/01/1950;19;6;GNT-WEAK;;;;;JLF;;
01/01/1950;19;7;GNT-WEAK;;;;;JLF;;
01/01/1950;19;8;GNT-WEAK;;;;;JLF;;
01/01/1950;19;9;GNT-WEAK;;;;;JLF;;
01/01/1950;19;10;GNT-WEAK;;;;;JLF;;
01/01/1950;19;11;GNT-WEAK;;;;;JLF;;
01/01/1950;19;18;GNT-WEAK;;;;;JLF;;
01/01/1950;19;39;GNT-WEAK;;;;;JLF;;
01/01/1950;19;40;GNT-WEAK;;;;;JLF;;
01/01/1950;19;41;GNT-WEAK;;;;;JLF;;
01/01/1950;19;42;GNT-WEAK;;;;;JLF;;
01/01/1950;19;51;GNT-WEAK;;;;;JLF;;
01/01/1950;19;52;GNT-WEAK;;;;;JLF;;
01/01/1950;19;53;GNT-WEAK;;;;;JLF;;
01/01/1950;20;2;GNT-WEAK;;;;;JLF;;
01/01/1950;20;3;GNT-WEAK;;;;;JLF;;
01/01/1950;20;4;GNT-WEAK;;;;;JLF;;
01/01/1950;20;5;GNT-WEAK;;;;;JLF;;
01/01/1950;20;6;GNT-WEAK;;;;;JLF;;
