DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;
03/01/1980;37;42;road;;;53238;;19/07/2014;JLF;;
03/01/1980;37;43;road;;;53588;;19/07/2014;JLF;;
03/01/1980;37;44;road;;;53938;;19/07/2014;JLF;;
03/01/1980;37;45;road;;;54288;;19/07/2014;JLF;;
03/01/1980;37;46;road;;;54638;;19/07/2014;JLF;;
03/01/1980;37;49;road;;;55688;;19/07/2014;JLF;;
03/01/1980;37;50;road;;;56038;;19/07/2014;JLF;;
03/01/1980;36;0;road;;;38537;;19/07/2014;JLF;;
03/01/1980;36;1;road;;;38887;;19/07/2014;JLF;;
03/01/1980;36;10;road;;;42037;;19/07/2014;JLF;;
03/01/1980;36;34;road;;;50437;;19/07/2014;JLF;;
03/01/1980;36;35;road;;;50787;;19/07/2014;JLF;;
03/01/1980;36;36;road;;;51137;;19/07/2014;JLF;;
03/01/1980;36;46;road;;;54637;;19/07/2014;JLF;;
03/01/1980;36;47;road;;;54987;;19/07/2014;JLF;;
03/01/1980;36;48;road;;;55337;;19/07/2014;JLF;;
03/01/1980;36;49;road;;;55687;;19/07/2014;JLF;;
03/01/1980;36;50;road;;;56037;;19/07/2014;JLF;;
03/01/1980;36;51;road;;;56387;;19/07/2014;JLF;;
03/01/1980;35;1;road;;;38886;;19/07/2014;JLF;;
03/01/1980;35;2;road;;;39236;;19/07/2014;JLF;;
03/01/1980;35;10;road;;;42036;;19/07/2014;JLF;;
03/01/1980;35;32;road;;;49736;;19/07/2014;JLF;;
03/01/1980;35;33;road;;;50086;;19/07/2014;JLF;;
03/01/1980;35;34;road;;;50436;;19/07/2014;JLF;;
03/01/1980;35;50;road;;;56036;;19/07/2014;JLF;;
03/01/1980;35;51;road;;;56386;;19/07/2014;JLF;;
03/01/1980;35;52;road;;;56736;;19/07/2014;JLF;;
03/01/1980;34;2;road;;;39235;;19/07/2014;JLF;;
03/01/1980;34;3;road;;;39585;;19/07/2014;JLF;;
03/01/1980;34;9;road;;;41685;;19/07/2014;JLF;;
03/01/1980;34;10;road;;;42035;;19/07/2014;JLF;;
03/01/1980;34;30;road;;;49035;;19/07/2014;JLF;;
03/01/1980;34;31;road;;;49385;;19/07/2014;JLF;;
03/01/1980;34;32;road;;;49735;;19/07/2014;JLF;;
03/01/1980;34;46;road;;;54635;;19/07/2014;JLF;;
03/01/1980;34;47;road;;;54985;;19/07/2014;JLF;;
03/01/1980;34;48;road;;;55335;;19/07/2014;JLF;;
03/01/1980;34;49;road;;;55685;;19/07/2014;JLF;;
03/01/1980;34;50;road;;;56035;;19/07/2014;JLF;;
03/01/1980;34;52;road;;;56735;;19/07/2014;JLF;;
03/01/1980;33;3;road;;;39584;;19/07/2014;JLF;;
03/01/1980;33;4;road;;;39934;;19/07/2014;JLF;;
03/01/1980;33;5;road;;;40284;;19/07/2014;JLF;;
03/01/1980;33;6;road;;;40634;;19/07/2014;JLF;;
03/01/1980;33;9;road;;;41684;;19/07/2014;JLF;;
03/01/1980;33;30;road;;;49034;;19/07/2014;JLF;;
03/01/1980;33;30;road;;;49034;;19/07/2014;JLF;;
03/01/1980;33;46;road;;;54634;;19/07/2014;JLF;;
03/01/1980;32;6;road;;;40633;;19/07/2014;JLF;;
03/01/1980;32;7;road;;;40983;;19/07/2014;JLF;;
03/01/1980;32;8;road;;;41333;;19/07/2014;JLF;;
03/01/1980;32;9;road;;;41683;;19/07/2014;JLF;;
03/01/1980;32;30;road;;;49033;;19/07/2014;JLF;;
03/01/1980;32;45;road;;;54283;;19/07/2014;JLF;;
03/01/1980;32;46;road;;;54633;;19/07/2014;JLF;;
03/01/1980;31;8;road;;;41332;;19/07/2014;JLF;;
03/01/1980;31;9;road;;;41682;;19/07/2014;JLF;;
03/01/1980;31;10;road;;;42032;;19/07/2014;JLF;;
03/01/1980;31;30;road;;;49032;;19/07/2014;JLF;;
03/01/1980;31;44;road;;;53932;;19/07/2014;JLF;;
03/01/1980;31;45;road;;;54282;;19/07/2014;JLF;;
03/01/1980;30;10;road;;;42031;;19/07/2014;JLF;;
03/01/1980;30;11;road;;;42381;;19/07/2014;JLF;;
03/01/1980;30;12;road;;;42731;;19/07/2014;JLF;;
03/01/1980;30;13;road;;;43081;;19/07/2014;JLF;;
03/01/1980;30;29;road;;;48681;;19/07/2014;JLF;;
03/01/1980;30;30;road;;;49031;;19/07/2014;JLF;;
03/01/1980;30;42;road;;;53231;;19/07/2014;JLF;;
03/01/1980;30;43;road;;;53581;;19/07/2014;JLF;;
03/01/1980;30;44;road;;;53931;;19/07/2014;JLF;;
03/01/1980;29;13;road;;;43080;;19/07/2014;JLF;;
03/01/1980;29;14;road;;;43430;;19/07/2014;JLF;;
03/01/1980;29;15;road;;;43780;;19/07/2014;JLF;;
03/01/1980;29;16;road;;;44130;;19/07/2014;JLF;;
03/01/1980;29;29;road;;;48680;;19/07/2014;JLF;;
03/01/1980;29;42;road;;;53230;;19/07/2014;JLF;;
03/01/1980;28;16;road;;;44129;;19/07/2014;JLF;;
03/01/1980;28;17;road;;;44479;;19/07/2014;JLF;;
03/01/1980;28;18;road;;;44829;;19/07/2014;JLF;;
03/01/1980;28;29;road;;;48679;;19/07/2014;JLF;;
03/01/1980;28;41;road;;;52879;;19/07/2014;JLF;;
03/01/1980;28;42;road;;;53229;;19/07/2014;JLF;;
03/01/1980;27;18;road;;;44828;;19/07/2014;JLF;;
03/01/1980;27;19;road;;;45178;;19/07/2014;JLF;;
03/01/1980;27;20;road;;;45528;;19/07/2014;JLF;;
03/01/1980;27;21;road;;;45878;;19/07/2014;JLF;;
03/01/1980;27;28;road;;;48328;;19/07/2014;JLF;;
03/01/1980;27;29;road;;;48678;;19/07/2014;JLF;;
03/01/1980;27;40;road;;;52528;;19/07/2014;JLF;;
03/01/1980;27;41;road;;;52878;;19/07/2014;JLF;;
03/01/1980;26;20;road;;;45527;;19/07/2014;JLF;;
03/01/1980;26;21;road;;;45877;;19/07/2014;JLF;;
03/01/1980;26;28;road;;;48327;;19/07/2014;JLF;;
03/01/1980;26;29;road;;;48677;;19/07/2014;JLF;;
03/01/1980;26;38;road;;;51827;;19/07/2014;JLF;;
03/01/1980;26;39;road;;;52177;;19/07/2014;JLF;;
03/01/1980;26;40;road;;;52527;;19/07/2014;JLF;;
03/01/1980;25;21;road;;;45876;;19/07/2014;JLF;;
03/01/1980;25;22;road;;;46226;;19/07/2014;JLF;;
03/01/1980;25;29;road;;;48676;;19/07/2014;JLF;;
03/01/1980;25;35;road;;;50776;;19/07/2014;JLF;;
03/01/1980;25;36;road;;;51126;;19/07/2014;JLF;;
03/01/1980;25;37;road;;;51476;;19/07/2014;JLF;;
03/01/1980;25;38;road;;;51826;;19/07/2014;JLF;;
03/01/1980;25;39;road;;;52176;;19/07/2014;JLF;;
03/01/1980;24;22;road;;;46225;;19/07/2014;JLF;;
03/01/1980;24;23;road;;;46575;;19/07/2014;JLF;;
03/01/1980;24;29;road;;;48675;;19/07/2014;JLF;;
03/01/1980;24;34;road;;;50425;;19/07/2014;JLF;;
03/01/1980;24;35;road;;;50775;;19/07/2014;JLF;;
03/01/1980;24;38;road;;;51825;;19/07/2014;JLF;;
03/01/1980;24;39;road;;;52175;;19/07/2014;JLF;;
03/01/1980;23;23;road;;;46574;;19/07/2014;JLF;;
03/01/1980;23;24;road;;;46924;;19/07/2014;JLF;;
03/01/1980;23;28;road;;;48324;;19/07/2014;JLF;;
03/01/1980;23;29;road;;;48674;;19/07/2014;JLF;;
03/01/1980;23;30;road;;;49024;;19/07/2014;JLF;;
03/01/1980;23;31;road;;;49374;;19/07/2014;JLF;;
03/01/1980;23;33;road;;;50074;;19/07/2014;JLF;;
03/01/1980;23;34;road;;;50424;;19/07/2014;JLF;;
03/01/1980;23;38;road;;;51824;;19/07/2014;JLF;;
03/01/1980;22;24;road;;;46923;;19/07/2014;JLF;;
03/01/1980;22;27;road;;;47973;;19/07/2014;JLF;;
03/01/1980;22;28;road;;;48323;;19/07/2014;JLF;;
03/01/1980;22;31;road;;;49373;;19/07/2014;JLF;;
03/01/1980;22;32;road;;;49723;;19/07/2014;JLF;;
03/01/1980;22;33;road;;;50073;;19/07/2014;JLF;;
03/01/1980;22;35;road;;;50773;;19/07/2014;JLF;;
03/01/1980;22;36;road;;;51123;;19/07/2014;JLF;;
03/01/1980;22;37;road;;;51473;;19/07/2014;JLF;;
03/01/1980;22;38;road;;;51823;;19/07/2014;JLF;;
03/01/1980;21;24;road;;;46922;;19/07/2014;JLF;;
03/01/1980;21;25;road;;;47272;;19/07/2014;JLF;;
03/01/1980;21;27;road;;;47972;;19/07/2014;JLF;;
03/01/1980;21;32;road;;;49722;;19/07/2014;JLF;;
03/01/1980;21;33;road;;;50072;;19/07/2014;JLF;;
03/01/1980;21;34;road;;;50422;;19/07/2014;JLF;;
03/01/1980;21;35;road;;;50772;;19/07/2014;JLF;;
03/01/1980;20;25;road;;;47271;;19/07/2014;JLF;;
03/01/1980;20;26;road;;;47621;;19/07/2014;JLF;;
03/01/1980;20;27;road;;;47971;;19/07/2014;JLF;;
03/01/1980;20;31;road;;;49371;;19/07/2014;JLF;;
03/01/1980;20;32;road;;;49721;;19/07/2014;JLF;;
03/01/1980;19;26;road;;;47620;;19/07/2014;JLF;;
03/01/1980;19;31;road;;;49370;;19/07/2014;JLF;;
03/01/1980;18;25;road;;;47269;;19/07/2014;JLF;;
03/01/1980;18;26;road;;;47619;;19/07/2014;JLF;;
03/01/1980;18;30;road;;;49019;;19/07/2014;JLF;;
03/01/1980;18;31;road;;;49369;;19/07/2014;JLF;;
03/01/1980;17;25;road;;;47268;;19/07/2014;JLF;;
03/01/1980;17;29;road;;;48668;;19/07/2014;JLF;;
03/01/1980;17;30;road;;;49018;;19/07/2014;JLF;;
03/01/1980;16;25;road;;;47267;;19/07/2014;JLF;;
03/01/1980;16;28;road;;;48317;;19/07/2014;JLF;;
03/01/1980;16;29;road;;;48667;;19/07/2014;JLF;;
03/01/1980;15;25;road;;;47266;;19/07/2014;JLF;;
03/01/1980;15;26;road;;;47616;;19/07/2014;JLF;;
03/01/1980;15;27;road;;;47966;;19/07/2014;JLF;;
03/01/1980;15;28;road;;;48316;;19/07/2014;JLF;;
03/01/1980;14;26;road;;;47615;;19/07/2014;JLF;;
03/01/1980;14;27;road;;;47965;;19/07/2014;JLF;;
03/01/1980;13;26;road;;;47614;;19/07/2014;JLF;;
03/01/1980;13;27;road;;;47964;;19/07/2014;JLF;;
03/01/1980;13;28;road;;;48314;;19/07/2014;JLF;;
03/01/1980;12;27;road;;;47963;;19/07/2014;JLF;;
03/01/1980;12;28;road;;;48313;;19/07/2014;JLF;;
03/01/1980;12;29;road;;;48663;;19/07/2014;JLF;;
03/01/1980;11;27;road;;;47962;;19/07/2014;JLF;;
03/01/1980;11;28;road;;;48312;;19/07/2014;JLF;;
03/01/1980;11;29;road;;;48662;;19/07/2014;JLF;;
03/01/1980;11;30;road;;;49012;;19/07/2014;JLF;;
03/01/1980;11;31;road;;;49362;;19/07/2014;JLF;;
03/01/1980;10;28;road;;;48311;;19/07/2014;JLF;;
03/01/1980;10;30;road;;;49011;;19/07/2014;JLF;;
03/01/1980;10;31;road;;;49361;;19/07/2014;JLF;;
03/01/1980;9;28;road;;;48310;;19/07/2014;JLF;;
03/01/1980;9;29;road;;;48660;;19/07/2014;JLF;;
03/01/1980;9;30;road;;;49010;;19/07/2014;JLF;;
03/01/1980;8;29;road;;;48659;;19/07/2014;JLF;;
03/01/1980;7;28;road;;;48308;;19/07/2014;JLF;;
03/01/1980;6;28;road;;;48307;;19/07/2014;JLF;;
03/01/1980;5;28;road;;;48306;;19/07/2014;JLF;;
03/01/1980;5;29;road;;;48656;;19/07/2014;JLF;;
03/01/1980;4;27;road;;;47955;;19/07/2014;JLF;;
03/01/1980;4;28;road;;;48305;;19/07/2014;JLF;;
04/01/1980;305;5;track;;;40556;;19/07/2014;JLF;;
04/01/1980;305;6;track;;;40906;;19/07/2014;JLF;;
04/01/1980;304;6;track;;;40905;;19/07/2014;JLF;;
04/01/1980;304;7;track;;;41255;;19/07/2014;JLF;;
04/01/1980;303;7;track;;;41254;;19/07/2014;JLF;;
04/01/1980;300;9;track;;;41951;;19/07/2014;JLF;;
04/01/1980;299;7;track;;;41250;;19/07/2014;JLF;;
04/01/1980;299;8;track;;;41600;;19/07/2014;JLF;;
04/01/1980;299;9;track;;;41950;;19/07/2014;JLF;;
04/01/1980;299;10;track;;;42300;;19/07/2014;JLF;;
04/01/1980;299;11;track;;;42650;;19/07/2014;JLF;;
04/01/1980;299;12;track;;;43000;;19/07/2014;JLF;;
04/01/1980;299;13;track;;;43350;;19/07/2014;JLF;;
04/01/1980;298;0;track;;;38799;;19/07/2014;JLF;;
04/01/1980;298;1;track;;;39149;;19/07/2014;JLF;;
04/01/1980;298;6;track;;;40899;;19/07/2014;JLF;;
04/01/1980;298;7;track;;;41249;;19/07/2014;JLF;;
04/01/1980;298;8;track;;;41599;;19/07/2014;JLF;;
04/01/1980;298;9;track;;;41949;;19/07/2014;JLF;;
04/01/1980;298;13;track;;;43349;;19/07/2014;JLF;;
04/01/1980;298;14;track;;;43699;;19/07/2014;JLF;;
04/01/1980;298;15;track;;;44049;;19/07/2014;JLF;;
04/01/1980;298;28;track;;;48599;;19/07/2014;JLF;;
04/01/1980;297;1;track;;;39148;;19/07/2014;JLF;;
04/01/1980;297;2;track;;;39498;;19/07/2014;JLF;;
04/01/1980;297;3;track;;;39848;;19/07/2014;JLF;;
04/01/1980;297;5;track;;;40548;;19/07/2014;JLF;;
04/01/1980;297;6;track;;;40898;;19/07/2014;JLF;;
04/01/1980;297;8;track;;;41598;;19/07/2014;JLF;;
04/01/1980;297;9;track;;;41948;;19/07/2014;JLF;;
04/01/1980;297;15;track;;;44048;;19/07/2014;JLF;;
04/01/1980;297;16;track;;;44398;;19/07/2014;JLF;;
04/01/1980;297;17;track;;;44748;;19/07/2014;JLF;;
04/01/1980;297;28;track;;;48598;;19/07/2014;JLF;;
04/01/1980;297;29;track;;;48948;;19/07/2014;JLF;;
04/01/1980;296;3;track;;;39847;;19/07/2014;JLF;;
04/01/1980;296;4;track;;;40197;;19/07/2014;JLF;;
04/01/1980;296;5;track;;;40547;;19/07/2014;JLF;;
04/01/1980;296;9;track;;;41947;;19/07/2014;JLF;;
04/01/1980;296;17;track;;;44747;;19/07/2014;JLF;;
04/01/1980;296;18;track;;;45097;;19/07/2014;JLF;;
04/01/1980;296;28;track;;;48597;;19/07/2014;JLF;;
04/01/1980;296;29;track;;;48947;;19/07/2014;JLF;;
04/01/1980;295;8;track;;;41596;;19/07/2014;JLF;;
04/01/1980;295;9;track;;;41946;;19/07/2014;JLF;;
04/01/1980;295;18;track;;;45096;;19/07/2014;JLF;;
04/01/1980;295;19;track;;;45446;;19/07/2014;JLF;;
04/01/1980;295;29;track;;;48946;;19/07/2014;JLF;;
04/01/1980;294;8;track;;;41595;;19/07/2014;JLF;;
04/01/1980;294;19;track;;;45445;;19/07/2014;JLF;;
04/01/1980;294;20;track;;;45795;;19/07/2014;JLF;;
04/01/1980;294;28;track;;;48595;;19/07/2014;JLF;;
04/01/1980;294;29;track;;;48945;;19/07/2014;JLF;;
04/01/1980;294;30;track;;;49295;;19/07/2014;JLF;;
04/01/1980;293;8;track;;;41594;;19/07/2014;JLF;;
04/01/1980;293;20;track;;;45794;;19/07/2014;JLF;;
04/01/1980;293;21;track;;;46144;;19/07/2014;JLF;;
04/01/1980;293;27;track;;;48244;;19/07/2014;JLF;;
04/01/1980;293;28;track;;;48594;;19/07/2014;JLF;;
04/01/1980;293;30;track;;;49294;;19/07/2014;JLF;;
04/01/1980;293;31;track;;;49644;;19/07/2014;JLF;;
04/01/1980;292;7;track;;;41243;;19/07/2014;JLF;;
04/01/1980;292;8;track;;;41593;;19/07/2014;JLF;;
04/01/1980;292;21;track;;;46143;;19/07/2014;JLF;;
04/01/1980;292;22;track;;;46493;;19/07/2014;JLF;;
04/01/1980;292;25;track;;;47543;;19/07/2014;JLF;;
04/01/1980;292;26;track;;;47893;;19/07/2014;JLF;;
04/01/1980;292;27;track;;;48243;;19/07/2014;JLF;;
04/01/1980;292;31;track;;;49643;;19/07/2014;JLF;;
04/01/1980;292;32;track;;;49993;;19/07/2014;JLF;;
04/01/1980;291;6;track;;;40892;;19/07/2014;JLF;;
04/01/1980;291;7;track;;;41242;;19/07/2014;JLF;;
04/01/1980;291;22;track;;;46492;;19/07/2014;JLF;;
04/01/1980;291;23;track;;;46842;;19/07/2014;JLF;;
04/01/1980;291;24;track;;;47192;;19/07/2014;JLF;;
04/01/1980;291;25;track;;;47542;;19/07/2014;JLF;;
04/01/1980;291;32;track;;;49992;;19/07/2014;JLF;;
04/01/1980;290;6;track;;;40891;;19/07/2014;JLF;;
04/01/1980;290;23;track;;;46841;;19/07/2014;JLF;;
04/01/1980;290;24;track;;;47191;;19/07/2014;JLF;;
04/01/1980;290;32;track;;;49991;;19/07/2014;JLF;;
04/01/1980;289;5;track;;;40540;;19/07/2014;JLF;;
04/01/1980;289;6;track;;;40890;;19/07/2014;JLF;;
04/01/1980;289;20;track;;;45790;;19/07/2014;JLF;;
04/01/1980;289;21;track;;;46140;;19/07/2014;JLF;;
04/01/1980;289;22;track;;;46490;;19/07/2014;JLF;;
04/01/1980;289;23;track;;;46840;;19/07/2014;JLF;;
04/01/1980;289;24;track;;;47190;;19/07/2014;JLF;;
04/01/1980;289;25;track;;;47540;;19/07/2014;JLF;;
04/01/1980;289;32;track;;;49990;;19/07/2014;JLF;;
04/01/1980;289;33;track;;;50340;;19/07/2014;JLF;;
04/01/1980;288;4;track;;;40189;;19/07/2014;JLF;;
04/01/1980;288;5;track;;;40539;;19/07/2014;JLF;;
04/01/1980;288;19;track;;;45439;;19/07/2014;JLF;;
04/01/1980;288;20;track;;;45789;;19/07/2014;JLF;;
04/01/1980;288;25;track;;;47539;;19/07/2014;JLF;;
04/01/1980;288;26;track;;;47889;;19/07/2014;JLF;;
04/01/1980;288;27;track;;;48239;;19/07/2014;JLF;;
04/01/1980;288;33;track;;;50339;;19/07/2014;JLF;;
04/01/1980;287;2;track;;;39488;;19/07/2014;JLF;;
04/01/1980;287;3;track;;;39838;;19/07/2014;JLF;;
04/01/1980;287;4;track;;;40188;;19/07/2014;JLF;;
04/01/1980;287;18;track;;;45088;;19/07/2014;JLF;;
04/01/1980;287;19;track;;;45438;;19/07/2014;JLF;;
04/01/1980;287;25;track;;;47538;;19/07/2014;JLF;;
04/01/1980;287;26;track;;;47888;;19/07/2014;JLF;;
04/01/1980;287;27;track;;;48238;;19/07/2014;JLF;;
04/01/1980;287;28;track;;;48588;;19/07/2014;JLF;;
04/01/1980;287;29;track;;;48938;;19/07/2014;JLF;;
04/01/1980;287;30;track;;;49288;;19/07/2014;JLF;;
04/01/1980;287;33;track;;;50338;;19/07/2014;JLF;;
04/01/1980;286;0;track;;;38787;;19/07/2014;JLF;;
04/01/1980;286;1;track;;;39137;;19/07/2014;JLF;;
04/01/1980;286;2;track;;;39487;;19/07/2014;JLF;;
04/01/1980;286;3;track;;;39837;;19/07/2014;JLF;;
04/01/1980;286;4;track;;;40187;;19/07/2014;JLF;;
04/01/1980;286;5;track;;;40537;;19/07/2014;JLF;;
04/01/1980;286;6;track;;;40887;;19/07/2014;JLF;;
04/01/1980;286;7;track;;;41237;;19/07/2014;JLF;;
04/01/1980;286;8;track;;;41587;;19/07/2014;JLF;;
04/01/1980;286;10;track;;;42287;;19/07/2014;JLF;;
04/01/1980;286;11;track;;;42637;;19/07/2014;JLF;;
04/01/1980;286;12;track;;;42987;;19/07/2014;JLF;;
04/01/1980;286;13;track;;;43337;;19/07/2014;JLF;;
04/01/1980;286;14;track;;;43687;;19/07/2014;JLF;;
04/01/1980;286;15;track;;;44037;;19/07/2014;JLF;;
04/01/1980;286;16;track;;;44387;;19/07/2014;JLF;;
04/01/1980;286;17;track;;;44737;;19/07/2014;JLF;;
04/01/1980;286;18;track;;;45087;;19/07/2014;JLF;;
04/01/1980;286;25;track;;;47537;;19/07/2014;JLF;;
04/01/1980;286;30;track;;;49287;;19/07/2014;JLF;;
04/01/1980;286;31;track;;;49637;;19/07/2014;JLF;;
04/01/1980;286;32;track;;;49987;;19/07/2014;JLF;;
04/01/1980;286;33;track;;;50337;;19/07/2014;JLF;;
04/01/1980;286;35;track;;;51037;;19/07/2014;JLF;;
04/01/1980;286;36;track;;;51387;;19/07/2014;JLF;;
04/01/1980;285;2;track;;;39486;;19/07/2014;JLF;;
04/01/1980;285;3;track;;;39836;;19/07/2014;JLF;;
04/01/1980;285;5;track;;;40536;;19/07/2014;JLF;;
04/01/1980;285;6;track;;;40886;;19/07/2014;JLF;;
04/01/1980;285;8;track;;;41586;;19/07/2014;JLF;;
04/01/1980;285;9;track;;;41936;;19/07/2014;JLF;;
04/01/1980;285;10;track;;;42286;;19/07/2014;JLF;;
04/01/1980;285;25;track;;;47536;;19/07/2014;JLF;;
04/01/1980;285;26;track;;;47886;;19/07/2014;JLF;;
04/01/1980;285;33;track;;;50336;;19/07/2014;JLF;;
04/01/1980;285;34;track;;;50686;;19/07/2014;JLF;;
04/01/1980;285;35;track;;;51036;;19/07/2014;JLF;;
04/01/1980;285;36;track;;;51386;;19/07/2014;JLF;;
04/01/1980;285;37;track;;;51736;;19/07/2014;JLF;;
04/01/1980;285;38;track;;;52086;;19/07/2014;JLF;;
04/01/1980;285;39;track;;;52436;;19/07/2014;JLF;;
04/01/1980;285;40;track;;;52786;;19/07/2014;JLF;;
04/01/1980;284;2;track;;;39485;;19/07/2014;JLF;;
04/01/1980;284;26;track;;;47885;;19/07/2014;JLF;;
04/01/1980;284;35;track;;;51035;;19/07/2014;JLF;;
04/01/1980;284;36;track;;;51385;;19/07/2014;JLF;;
04/01/1980;284;40;track;;;52785;;19/07/2014;JLF;;
04/01/1980;284;41;track;;;53135;;19/07/2014;JLF;;
04/01/1980;284;42;track;;;53485;;19/07/2014;JLF;;
04/01/1980;283;1;track;;;39134;;19/07/2014;JLF;;
04/01/1980;283;2;track;;;39484;;19/07/2014;JLF;;
04/01/1980;283;26;track;;;47884;;19/07/2014;JLF;;
04/01/1980;283;27;track;;;48234;;19/07/2014;JLF;;
04/01/1980;283;34;track;;;50684;;19/07/2014;JLF;;
04/01/1980;283;35;track;;;51034;;19/07/2014;JLF;;
04/01/1980;283;36;track;;;51384;;19/07/2014;JLF;;
04/01/1980;283;42;track;;;53484;;19/07/2014;JLF;;
04/01/1980;282;1;track;;;39133;;19/07/2014;JLF;;
04/01/1980;282;27;track;;;48233;;19/07/2014;JLF;;
04/01/1980;282;32;track;;;49983;;19/07/2014;JLF;;
04/01/1980;282;33;track;;;50333;;19/07/2014;JLF;;
04/01/1980;282;34;track;;;50683;;19/07/2014;JLF;;
04/01/1980;282;36;track;;;51383;;19/07/2014;JLF;;
04/01/1980;282;37;track;;;51733;;19/07/2014;JLF;;
04/01/1980;282;42;track;;;53483;;19/07/2014;JLF;;
04/01/1980;282;43;track;;;53833;;19/07/2014;JLF;;
04/01/1980;281;1;track;;;39132;;19/07/2014;JLF;;
04/01/1980;281;27;track;;;48232;;19/07/2014;JLF;;
04/01/1980;281;28;track;;;48582;;19/07/2014;JLF;;
04/01/1980;281;31;track;;;49632;;19/07/2014;JLF;;
04/01/1980;281;32;track;;;49982;;19/07/2014;JLF;;
04/01/1980;281;37;track;;;51732;;19/07/2014;JLF;;
04/01/1980;281;38;track;;;52082;;19/07/2014;JLF;;
04/01/1980;281;43;track;;;53832;;19/07/2014;JLF;;
04/01/1980;280;0;track;;;38781;;19/07/2014;JLF;;
04/01/1980;280;1;track;;;39131;;19/07/2014;JLF;;
04/01/1980;280;28;track;;;48581;;19/07/2014;JLF;;
04/01/1980;280;29;track;;;48931;;19/07/2014;JLF;;
04/01/1980;280;30;track;;;49281;;19/07/2014;JLF;;
04/01/1980;280;31;track;;;49631;;19/07/2014;JLF;;
04/01/1980;280;36;track;;;51381;;19/07/2014;JLF;;
04/01/1980;280;37;track;;;51731;;19/07/2014;JLF;;
04/01/1980;280;38;track;;;52081;;19/07/2014;JLF;;
04/01/1980;280;39;track;;;52431;;19/07/2014;JLF;;
04/01/1980;280;43;track;;;53831;;19/07/2014;JLF;;
04/01/1980;280;44;track;;;54181;;19/07/2014;JLF;;
04/01/1980;279;0;track;;;38780;;19/07/2014;JLF;;
04/01/1980;279;28;track;;;48580;;19/07/2014;JLF;;
04/01/1980;279;29;track;;;48930;;19/07/2014;JLF;;
04/01/1980;279;30;track;;;49280;;19/07/2014;JLF;;
04/01/1980;279;37;track;;;51730;;19/07/2014;JLF;;
04/01/1980;279;39;track;;;52430;;19/07/2014;JLF;;
04/01/1980;279;40;track;;;52780;;19/07/2014;JLF;;
04/01/1980;279;44;track;;;54180;;19/07/2014;JLF;;
04/01/1980;278;0;track;;;38779;;19/07/2014;JLF;;
04/01/1980;278;28;track;;;48579;;19/07/2014;JLF;;
04/01/1980;278;37;track;;;51729;;19/07/2014;JLF;;
04/01/1980;278;40;track;;;52779;;19/07/2014;JLF;;
04/01/1980;278;44;track;;;54179;;19/07/2014;JLF;;
04/01/1980;278;45;track;;;54529;;19/07/2014;JLF;;
04/01/1980;278;46;track;;;54879;;19/07/2014;JLF;;
04/01/1980;277;0;track;;;38778;;19/07/2014;JLF;;
04/01/1980;277;27;track;;;48228;;19/07/2014;JLF;;
04/01/1980;277;28;track;;;48578;;19/07/2014;JLF;;
04/01/1980;277;37;track;;;51728;;19/07/2014;JLF;;
04/01/1980;277;40;track;;;52778;;19/07/2014;JLF;;
04/01/1980;277;41;track;;;53128;;19/07/2014;JLF;;
04/01/1980;277;43;track;;;53828;;19/07/2014;JLF;;
04/01/1980;277;44;track;;;54178;;19/07/2014;JLF;;
04/01/1980;277;45;track;;;54528;;19/07/2014;JLF;;
04/01/1980;276;0;track;;;38777;;19/07/2014;JLF;;
04/01/1980;276;26;track;;;47877;;19/07/2014;JLF;;
04/01/1980;276;27;track;;;48227;;19/07/2014;JLF;;
04/01/1980;276;37;track;;;51727;;19/07/2014;JLF;;
04/01/1980;276;38;track;;;52077;;19/07/2014;JLF;;
04/01/1980;276;41;track;;;53127;;19/07/2014;JLF;;
04/01/1980;276;42;track;;;53477;;19/07/2014;JLF;;
04/01/1980;276;43;track;;;53827;;19/07/2014;JLF;;
04/01/1980;275;25;track;;;47526;;19/07/2014;JLF;;
04/01/1980;275;26;track;;;47876;;19/07/2014;JLF;;
04/01/1980;275;38;track;;;52076;;19/07/2014;JLF;;
04/01/1980;275;42;track;;;53476;;19/07/2014;JLF;;
04/01/1980;274;11;track;;;42625;;19/07/2014;JLF;;
04/01/1980;274;12;track;;;42975;;19/07/2014;JLF;;
04/01/1980;274;13;track;;;43325;;19/07/2014;JLF;;
04/01/1980;274;14;track;;;43675;;19/07/2014;JLF;;
04/01/1980;274;15;track;;;44025;;19/07/2014;JLF;;
04/01/1980;274;16;track;;;44375;;19/07/2014;JLF;;
04/01/1980;274;17;track;;;44725;;19/07/2014;JLF;;
04/01/1980;274;18;track;;;45075;;19/07/2014;JLF;;
04/01/1980;274;19;track;;;45425;;19/07/2014;JLF;;
04/01/1980;274;20;track;;;45775;;19/07/2014;JLF;;
04/01/1980;274;21;track;;;46125;;19/07/2014;JLF;;
04/01/1980;274;22;track;;;46475;;19/07/2014;JLF;;
04/01/1980;274;23;track;;;46825;;19/07/2014;JLF;;
04/01/1980;274;24;track;;;47175;;19/07/2014;JLF;;
04/01/1980;274;25;track;;;47525;;19/07/2014;JLF;;
04/01/1980;274;26;track;;;47875;;19/07/2014;JLF;;
