DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;;;;
26/11/1983;19;78;track;Mbouro Kalding;;27490;;19/07/2014;JLF;;;;;
26/11/1983;34;26;track;Medina Abdoul;;9305;;19/07/2014;JLF;;;;;
26/11/1983;43;76;track;Medina Abdourahmane;;26814;;19/07/2014;JLF;;;;;
26/11/1983;25;24;track;Medina Ansou;;8596;;19/07/2014;JLF;;;;;
26/11/1983;21;30;track;Medina Bobo;;10692;;19/07/2014;JLF;;;;;
26/11/1983;42;25;track;Medina Bobo;;8963;;19/07/2014;JLF;;;;;
26/11/1983;93;20;track;Medina Bowe;;7264;;19/07/2014;JLF;;;;;
26/11/1983;41;27;track;Medina Demba;;9662;;19/07/2014;JLF;;;;;
26/11/1983;1;33;track;Medina Demba Alaour;;11722;;19/07/2014;JLF;;;;;
26/11/1983;8;24;track;Medina Demba Billo;;8579;;19/07/2014;JLF;;;;;
26/11/1983;3;41;track;Medina Deme;;14524;;19/07/2014;JLF;;;;;
26/11/1983;30;34;track;Medina Diagnette;;12101;;19/07/2014;JLF;;;;;
26/11/1983;33;84;track;Medina Diakha;;29604;;19/07/2014;JLF;;;;;
26/11/1983;6;69;track;Medina Diakha Sandou;;24327;;19/07/2014;JLF;;;;;
26/11/1983;60;79;track;Medina Dialoube;;27881;;19/07/2014;JLF;;;;;
26/11/1983;42;43;track;Medina Diam;;15263;;19/07/2014;JLF;;;;;
26/11/1983;51;87;track;Medina Diam Diam;;30672;;19/07/2014;JLF;;;;;
26/11/1983;76;75;track;Medina Diouna;;26497;;19/07/2014;JLF;;;;;
26/11/1983;137;87;track;Medina Foulbe;;30758;;19/07/2014;JLF;;;;;
26/11/1983;42;46;track;Medina Gounass;;16313;;19/07/2014;JLF;;;;;
26/11/1983;103;124;track;Medina Guiraye;;43674;;19/07/2014;JLF;;;;;
26/11/1983;8;41;track;Medina Hamadou Sabaly;;14529;;19/07/2014;JLF;;;;;
26/11/1983;44;72;track;Medina Heremakho;;25415;;19/07/2014;JLF;;;;;
26/11/1983;56;35;track;Medina Kalifourou;;12477;;19/07/2014;JLF;;;;;
26/11/1983;11;98;track;Medina Koborene ;;34482;;19/07/2014;JLF;;;;;
26/11/1983;43;85;track;Medina Maboube;;29964;;19/07/2014;JLF;;;;;
26/11/1983;13;44;track;Medina Mamadou;;15584;;19/07/2014;JLF;;;;;
26/11/1983;39;26;track;Medina Mamadou;;9310;;19/07/2014;JLF;;;;;
26/11/1983;42;86;track;Medina Mamoudou;;30313;;19/07/2014;JLF;;;;;
26/11/1983;23;30;track;Medina Maounde Ba;;10694;;19/07/2014;JLF;;;;;
26/11/1983;12;49;track;Medina Mary Cisse;;17333;;19/07/2014;JLF;;;;;
26/11/1983;43;87;track;Medina Moussa;;30664;;19/07/2014;JLF;;;;;
26/11/1983;10;49;track;Medina Nango;;17331;;19/07/2014;JLF;;;;;
26/11/1983;2;21;track;Medina Ndondy;;7523;;19/07/2014;JLF;;;;;
26/11/1983;43;86;track;Medina Niana I;;30314;;19/07/2014;JLF;;;;;
26/11/1983;64;84;track;Medina Ouolof;;29635;;19/07/2014;JLF;;;;;
26/11/1983;41;41;track;Medina Pakane;;14562;;19/07/2014;JLF;;;;;
26/11/1983;27;35;track;Medina Pathe;;12448;;19/07/2014;JLF;;;;;
26/11/1983;17;23;track;Medina Poussang;;8238;;19/07/2014;JLF;;;;;
26/11/1983;17;35;track;Medina Samba Balde;;12438;;19/07/2014;JLF;;;;;
26/11/1983;55;88;track;Medina Sarakhole;;31026;;19/07/2014;JLF;;;;;
26/11/1983;38;74;track;Medina Sibikiling;;26109;;19/07/2014;JLF;;;;;
26/11/1983;47;78;track;Medina Sibikiling;;27518;;19/07/2014;JLF;;;;;
26/11/1983;43;22;track;Medina Soukel;;7914;;19/07/2014;JLF;;;;;
26/11/1983;39;54;track;Medina Touat;;19110;;19/07/2014;JLF;;;;;
26/11/1983;131;98;track;Medina Tracole;;34602;;19/07/2014;JLF;;;;;
26/11/1983;26;30;track;Medina Yero;;10697;;19/07/2014;JLF;;;;;
26/11/1983;62;98;track;Merecoto;;34533;;19/07/2014;JLF;;;;;
26/11/1983;4;85;track;Mereto;;29925;;19/07/2014;JLF;;;;;
26/11/1983;4;78;track;Mody Ndiaye;;27475;;19/07/2014;JLF;;;;;
26/11/1983;115;143;track;Moribougou;;50336;;19/07/2014;JLF;;;;;
26/11/1983;43;27;track;Moricounda;;9664;;19/07/2014;JLF;;;;;
26/11/1983;43;33;track;Mougnini;;11764;;19/07/2014;JLF;;;;;
26/11/1983;2;46;track;Mouitaba;;16273;;19/07/2014;JLF;;;;;
26/11/1983;159;7;track;Moulounga;;2780;;19/07/2014;JLF;;;;;
26/11/1983;37;43;track;Moundou Kananke;;15258;;19/07/2014;JLF;;;;;
26/11/1983;33;37;track;Mounting Hamady;;13154;;19/07/2014;JLF;;;;;
26/11/1983;36;37;track;Mounting Hogo;;13157;;19/07/2014;JLF;;;;;
26/11/1983;18;43;track;Mountoumba;;15239;;19/07/2014;JLF;;;;;
26/11/1983;163;51;track;Mouran;;18184;;19/07/2014;JLF;;;;;
26/11/1983;138;78;track;Moussala;;27609;;19/07/2014;JLF;;;;;
26/11/1983;169;50;track;Moussala;;17840;;19/07/2014;JLF;;;;;
26/11/1983;175;35;track;Moussala Mahinamine;;12596;;19/07/2014;JLF;;;;;
26/11/1983;163;18;track;Nafadji;;6634;;19/07/2014;JLF;;;;;
26/11/1983;103;7;track;Nagnan;;2724;;19/07/2014;JLF;;;;;
26/11/1983;108;147;track;Namandery;;51729;;19/07/2014;JLF;;;;;
26/11/1983;24;39;track;Namara;;13845;;19/07/2014;JLF;;;;;
26/11/1983;115;14;track;Namel;;5186;;19/07/2014;JLF;;;;;
26/11/1983;121;2;track;Nandoumary;;992;;19/07/2014;JLF;;;;;
26/11/1983;83;104;track;Nanganame I;;36654;;19/07/2014;JLF;;;;;
26/11/1983;82;105;track;Nanganame II;;37003;;19/07/2014;JLF;;;;;
26/11/1983;96;17;track;Nangar Bassari;;6217;;19/07/2014;JLF;;;;;
26/11/1983;17;30;track;Nany;;10688;;19/07/2014;JLF;;;;;
26/11/1983;28;52;track;Naoude;;18399;;19/07/2014;JLF;;;;;
26/11/1983;65;88;track;Naoude;;31036;;19/07/2014;JLF;;;;;
26/11/1983;121;10;track;Nathia;;3792;;19/07/2014;JLF;;;;;
26/11/1983;130;119;track;Nayes;;41951;;19/07/2014;JLF;;;;;
26/11/1983;12;101;track;Ndatou Diaba;;35533;;19/07/2014;JLF;;;;;
26/11/1983;33;112;track;Ndayar;;39404;;19/07/2014;JLF;;;;;
26/11/1983;117;11;track;Ndebou;;4138;;19/07/2014;JLF;;;;;
26/11/1983;29;82;track;Ndemou Gayo;;28900;;19/07/2014;JLF;;;;;
26/11/1983;23;82;track;Ndiaback;;28894;;19/07/2014;JLF;;;;;
26/11/1983;67;98;track;Ndiaback;;34538;;19/07/2014;JLF;;;;;
26/11/1983;99;123;track;Ndiakone;;43320;;19/07/2014;JLF;;;;;
26/11/1983;1;87;track;Ndiambour;;30622;;19/07/2014;JLF;;;;;
26/11/1983;108;86;track;Ndiarendi;;30379;;19/07/2014;JLF;;;;;
26/11/1983;6;122;track;Ndindy Tobene;;42877;;19/07/2014;JLF;;;;;
26/11/1983;42;42;track;Ndiobo Sourouyel;;14913;;19/07/2014;JLF;;;;;
26/11/1983;0;146;track;Ndiogob Ndienguel;;51271;;19/07/2014;JLF;;;;;
26/11/1983;6;146;track;Ndiogos Ngouille;;51277;;19/07/2014;JLF;;;;;
26/11/1983;89;145;track;Ndiott;;51010;;19/07/2014;JLF;;;;;
26/11/1983;1;88;track;Ndiougoumane Parampamp;;30972;;19/07/2014;JLF;;;;;
26/11/1983;4;119;track;NDiouguel Bouly;;41825;;19/07/2014;JLF;;;;;
26/11/1983;38;68;track;Ndioum;;24009;;19/07/2014;JLF;;;;;
26/11/1983;61;66;track;Ndioumaria;;23332;;19/07/2014;JLF;;;;;
26/11/1983;99;127;track;Ndiya;;44720;;19/07/2014;JLF;;;;;
26/11/1983;30;80;track;Ndoga Babacar;;28201;;19/07/2014;JLF;;;;;
26/11/1983;23;81;track;Ndoga Beuleup;;28544;;19/07/2014;JLF;;;;;
26/11/1983;73;97;track;Ndomboto;;34194;;19/07/2014;JLF;;;;;
26/11/1983;24;36;track;Ndorna Bounda;;12795;;19/07/2014;JLF;;;;;
26/11/1983;20;35;track;Ndorna Samba Diao;;12441;;19/07/2014;JLF;;;;;
26/11/1983;10;78;track;Ndoungoussine;;27481;;19/07/2014;JLF;;;;;
26/11/1983;7;74;track;Ndoussouan Kiba;;26078;;19/07/2014;JLF;;;;;
26/11/1983;7;73;track;Ndoussouan Yoro;;25728;;19/07/2014;JLF;;;;;
26/11/1983;116;29;track;Negubakho;;10437;;19/07/2014;JLF;;;;;
26/11/1983;1;29;track;Nema Dioure;;10322;;19/07/2014;JLF;;;;;
26/11/1983;6;73;track;Nema El Hadji;;25727;;19/07/2014;JLF;;;;;
26/11/1983;46;66;track;Nema Hamady;;23317;;19/07/2014;JLF;;;;;
26/11/1983;53;86;track;Nema I;;30324;;19/07/2014;JLF;;;;;
26/11/1983;44;82;track;Nema Ii;;28915;;19/07/2014;JLF;;;;;
26/11/1983;46;76;track;Nema Moussa;;26817;;19/07/2014;JLF;;;;;
26/11/1983;24;51;track;Nemataba;;18045;;19/07/2014;JLF;;;;;
26/11/1983;17;34;track;Nemataba Oumar;;12088;;19/07/2014;JLF;;;;;
26/11/1983;17;33;track;Nemataba Oumar ;;11738;;19/07/2014;JLF;;;;;
26/11/1983;8;47;track;Nemataba Tening;;16629;;19/07/2014;JLF;;;;;
26/11/1983;115;13;track;Nenefescha;;4836;;19/07/2014;JLF;;;;;
26/11/1983;110;4;track;Neppene Peulh;;1681;;19/07/2014;JLF;;;;;
26/11/1983;27;39;track;Nete Hogo Mballo;;13848;;19/07/2014;JLF;;;;;
26/11/1983;41;71;track;Neteboulou;;25062;;19/07/2014;JLF;;;;;
26/11/1983;33;36;track;Netere Pakane;;12804;;19/07/2014;JLF;;;;;
26/11/1983;16;45;track;Netto Demba Diao;;15937;;19/07/2014;JLF;;;;;
26/11/1983;129;3;track;Newdou;;1350;;19/07/2014;JLF;;;;;
26/11/1983;6;44;track;Ngalel Amadou;;15577;;19/07/2014;JLF;;;;;
26/11/1983;44;113;track;Ngalla Bawde;;39765;;19/07/2014;JLF;;;;;
26/11/1983;16;85;track;Nganthilane Diadji;;29937;;19/07/2014;JLF;;;;;
26/11/1983;90;119;track;Ngari Aly;;41911;;19/07/2014;JLF;;;;;
26/11/1983;66;80;track;Ngarivol;;28237;;19/07/2014;JLF;;;;;
26/11/1983;127;18;track;Ngary;;6598;;19/07/2014;JLF;;;;;
26/11/1983;39;52;track;Ngawol;;18410;;19/07/2014;JLF;;;;;
26/11/1983;42;111;track;Ngaye Paradji;;39063;;19/07/2014;JLF;;;;;
26/11/1983;55;123;track;Nghare;;43276;;19/07/2014;JLF;;;;;
26/11/1983;114;65;track;Ngho-Nghoya;;23035;;19/07/2014;JLF;;;;;
26/11/1983;94;16;track;Ngoppou;;5865;;19/07/2014;JLF;;;;;
26/11/1983;5;77;track;Ngoudo;;27126;;19/07/2014;JLF;;;;;
26/11/1983;25;37;track;Ngoumbou Coly;;13146;;19/07/2014;JLF;;;;;
26/11/1983;46;58;track;Nguene Peulh;;20517;;19/07/2014;JLF;;;;;
26/11/1983;70;100;track;Nguidivol;;35241;;19/07/2014;JLF;;;;;
26/11/1983;14;45;track;Nguido Mballo;;15935;;19/07/2014;JLF;;;;;
26/11/1983;144;48;track;Niamoya;;17115;;19/07/2014;JLF;;;;;
26/11/1983;20;22;track;Nianao;;7891;;19/07/2014;JLF;;;;;
26/11/1983;30;33;track;Niandouba;;11751;;19/07/2014;JLF;;;;;
26/11/1983;142;6;track;Niangalancome;;2413;;19/07/2014;JLF;;;;;
26/11/1983;103;137;track;Niangana Thiedel;;48224;;19/07/2014;JLF;;;;;
26/11/1983;122;16;track;Nianghe II;;5893;;19/07/2014;JLF;;;;;
26/11/1983;23;21;track;Niangoure;;7544;;19/07/2014;JLF;;;;;
26/11/1983;55;75;track;Niaoule Mbaygou;;26476;;19/07/2014;JLF;;;;;
26/11/1983;26;31;track;Niapo;;11047;;19/07/2014;JLF;;;;;
26/11/1983;5;133;track;Niarouwel Djoloff;;46726;;19/07/2014;JLF;;;;;
26/11/1983;120;32;track;Niemenike;;11491;;19/07/2014;JLF;;;;;
26/11/1983;142;70;track;Nienieko Sara;;24813;;19/07/2014;JLF;;;;;
26/11/1983;123;34;track;Nierikondo;;12194;;19/07/2014;JLF;;;;;
26/11/1983;95;11;track;Ningou  Bassari;;4116;;19/07/2014;JLF;;;;;
26/11/1983;96;10;track;Ningou Bassari;;3767;;19/07/2014;JLF;;;;;
26/11/1983;15;39;track;Ninkedji;;13836;;19/07/2014;JLF;;;;;
26/11/1983;100;43;track;Niokolo-Koba;;15321;;19/07/2014;JLF;;;;;
26/11/1983;107;20;track;Niomane Filike;;7278;;19/07/2014;JLF;;;;;
26/11/1983;74;54;track;Nioufaye;;19145;;19/07/2014;JLF;;;;;
26/11/1983;95;9;track;Noubou ;;3416;;19/07/2014;JLF;;;;;
26/11/1983;171;9;track;Noumoufoukha;;3492;;19/07/2014;JLF;;;;;
26/11/1983;64;78;track;Noumouyel;;27535;;19/07/2014;JLF;;;;;
26/11/1983;111;143;track;Ololdou Boundou;;50332;;19/07/2014;JLF;;;;;
26/11/1983;112;143;track;Ololdou Escale;;50333;;19/07/2014;JLF;;;;;
26/11/1983;65;59;track;Ouassadou Depot;;20886;;19/07/2014;JLF;;;;;
26/11/1983;66;58;track;Ouassadou Village;;20537;;19/07/2014;JLF;;;;;
26/11/1983;84;21;track;Oubadji;;7605;;19/07/2014;JLF;;;;;
26/11/1983;124;123;track;Oubawol;;43345;;19/07/2014;JLF;;;;;
26/11/1983;118;80;track;Oumbare;;28289;;19/07/2014;JLF;;;;;
26/11/1983;55;78;track;Oundoundou Diakha;;27526;;19/07/2014;JLF;;;;;
26/11/1983;54;75;track;Oundoundou I;;26475;;19/07/2014;JLF;;;;;
26/11/1983;56;79;track;Oundoundou Kouthia;;27877;;19/07/2014;JLF;;;;;
26/11/1983;58;79;track;Oundoundou Madina Ndia;;27879;;19/07/2014;JLF;;;;;
26/11/1983;107;150;track;Ounoumbaba;;52778;;19/07/2014;JLF;;;;;
26/11/1983;50;122;track;Ouro Aly;;42921;;19/07/2014;JLF;;;;;
26/11/1983;87;143;track;Ouro Hamath;;50308;;19/07/2014;JLF;;;;;
26/11/1983;129;125;track;Ouro Himadou;;44050;;19/07/2014;JLF;;;;;
26/11/1983;58;67;track;Ouro Sidiya;;23679;;19/07/2014;JLF;;;;;
26/11/1983;119;124;track;Ouro Sileye;;43690;;19/07/2014;JLF;;;;;
26/11/1983;115;22;track;Oussounkala;;7986;;19/07/2014;JLF;;;;;
26/11/1983;106;7;track;Outhioumbel;;2727;;19/07/2014;JLF;;;;;
26/11/1983;38;86;track;Padah Peulh;;30309;;19/07/2014;JLF;;;;;
26/11/1983;48;83;track;Padanda;;29269;;19/07/2014;JLF;;;;;
26/11/1983;18;96;track;Pagnate Fatoumata Sarr;;33789;;19/07/2014;JLF;;;;;
26/11/1983;49;73;track;Pakali Wouro Sadio Dem;;25770;;19/07/2014;JLF;;;;;
26/11/1983;37;37;track;Pakane;;13158;;19/07/2014;JLF;;;;;
26/11/1983;8;70;track;Pakeba;;24679;;19/07/2014;JLF;;;;;
26/11/1983;35;39;track;Pakinia Maounde;;13856;;19/07/2014;JLF;;;;;
26/11/1983;21;89;track;Pakirane;;31342;;19/07/2014;JLF;;;;;
26/11/1983;31;25;track;Pakour;;8952;;19/07/2014;JLF;;;;;
26/11/1983;7;107;track;Palanghe Hamady;;37628;;19/07/2014;JLF;;;;;
26/11/1983;7;106;track;Palanghe Manding;;37278;;19/07/2014;JLF;;;;;
26/11/1983;4;112;track;Panal;;39375;;19/07/2014;JLF;;;;;
26/11/1983;31;21;track;Pananghar;;7552;;19/07/2014;JLF;;;;;
26/11/1983;43;75;track;Pansangue Ndiobo;;26464;;19/07/2014;JLF;;;;;
26/11/1983;66;125;track;Panthianguedji;;43987;;19/07/2014;JLF;;;;;
26/11/1983;2;88;track;Parampampi II;;30973;;19/07/2014;JLF;;;;;
26/11/1983;90;143;track;Paravol;;50311;;19/07/2014;JLF;;;;;
26/11/1983;36;27;track;Paripathiana;;9657;;19/07/2014;JLF;;;;;
26/11/1983;30;106;track;Pass Kelemane;;37301;;19/07/2014;JLF;;;;;
26/11/1983;17;91;track;Pass Koto;;32038;;19/07/2014;JLF;;;;;
26/11/1983;22;79;track;Pass Ndongo;;27843;;19/07/2014;JLF;;;;;
26/11/1983;19;90;track;Pass Oumar;;31690;;19/07/2014;JLF;;;;;
26/11/1983;28;116;track;Pass Torobe;;40799;;19/07/2014;JLF;;;;;
26/11/1983;26;42;track;Passa;;14897;;19/07/2014;JLF;;;;;
26/11/1983;121;12;track;Patassi;;4492;;19/07/2014;JLF;;;;;
26/11/1983;22;80;track;Pathiab;;28193;;19/07/2014;JLF;;;;;
26/11/1983;55;59;track;Pathioum;;20876;;19/07/2014;JLF;;;;;
26/11/1983;55;60;track;Pathioum Almamou;;21226;;19/07/2014;JLF;;;;;
26/11/1983;37;35;track;Patim Couta Pakane;;12458;;19/07/2014;JLF;;;;;
26/11/1983;42;24;track;Patincouta;;8613;;19/07/2014;JLF;;;;;
26/11/1983;95;135;track;Patouki Oriental;;47516;;19/07/2014;JLF;;;;;
26/11/1983;16;101;track;Patoulane Ndiobene;;35537;;19/07/2014;JLF;;;;;
26/11/1983;15;87;track;Patoulane Ouolof;;30636;;19/07/2014;JLF;;;;;
26/11/1983;15;88;track;Patoulane Peulh;;30986;;19/07/2014;JLF;;;;;
26/11/1983;1;120;track;Payar;;42172;;19/07/2014;JLF;;;;;
26/11/1983;120;3;track;Pelel Kindissa;;1341;;19/07/2014;JLF;;;;;
26/11/1983;44;78;track;Penda Kare Peulh;;27515;;19/07/2014;JLF;;;;;
26/11/1983;4;124;track;Petel Peulh;;43575;;19/07/2014;JLF;;;;;
26/11/1983;6;47;track;Piaye Boure;;16627;;19/07/2014;JLF;;;;;
26/11/1983;6;51;track;Piaye Pathe;;18027;;19/07/2014;JLF;;;;;
26/11/1983;11;30;track;Pidiro;;10682;;19/07/2014;JLF;;;;;
26/11/1983;14;26;track;Pira;;9285;;19/07/2014;JLF;;;;;
26/11/1983;48;55;track;Piral;;19469;;19/07/2014;JLF;;;;;
26/11/1983;19;97;track;Pire-Mbara;;34140;;19/07/2014;JLF;;;;;
26/11/1983;16;40;track;Pithiana;;14187;;19/07/2014;JLF;;;;;
26/11/1983;29;25;track;Popodie;;8950;;19/07/2014;JLF;;;;;
26/11/1983;17;21;track;Pring Maounde;;7538;;19/07/2014;JLF;;;;;
26/11/1983;65;98;track;Rabia ;;34536;;19/07/2014;JLF;;;;;
26/11/1983;50;70;track;Ramatoulaye;;24721;;19/07/2014;JLF;;;;;
26/11/1983;67;142;track;Ranerou Oriental;;49938;;19/07/2014;JLF;;;;;
26/11/1983;6;119;track;Rehaye Demba Sane;;41827;;19/07/2014;JLF;;;;;
26/11/1983;5;118;track;Rehaye Kaddi;;41476;;19/07/2014;JLF;;;;;
26/11/1983;6;120;track;Rehaye Sinthiou;;42177;;19/07/2014;JLF;;;;;
26/11/1983;130;7;track;Rounde Bara;;2751;;19/07/2014;JLF;;;;;
26/11/1983;50;54;track;Saal;;19121;;19/07/2014;JLF;;;;;
26/11/1983;17;48;track;Sabalicounda Gnima;;16988;;19/07/2014;JLF;;;;;
26/11/1983;73;81;track;Sabikhasse;;28594;;19/07/2014;JLF;;;;;
26/11/1983;107;148;track;Saboucire Foulbe;;52078;;19/07/2014;JLF;;;;;
26/11/1983;135;115;track;Saboucire Gathiary;;40556;;19/07/2014;JLF;;;;;
26/11/1983;146;26;track;Saboucire Pondala;;9417;;19/07/2014;JLF;;;;;
26/11/1983;146;67;track;Saboucire Soreto;;23767;;19/07/2014;JLF;;;;;
26/11/1983;59;76;track;Saboussire;;26830;;19/07/2014;JLF;;;;;
26/11/1983;49;72;track;Saby Moulessy;;25420;;19/07/2014;JLF;;;;;
26/11/1983;128;76;track;Sadatou;;26899;;19/07/2014;JLF;;;;;
26/11/1983;32;84;track;Sadioboulou Peulh;;29603;;19/07/2014;JLF;;;;;
26/11/1983;32;83;track;Sadioboulou Thiombel;;29253;;19/07/2014;JLF;;;;;
26/11/1983;50;67;track;Safalou I;;23671;;19/07/2014;JLF;;;;;
26/11/1983;52;67;track;Safalou II;;23673;;19/07/2014;JLF;;;;;
26/11/1983;125;3;track;Sagaridji;;1346;;19/07/2014;JLF;;;;;
26/11/1983;21;28;track;Saharicounda;;9992;;19/07/2014;JLF;;;;;
26/11/1983;34;33;track;Sahatou Gounass;;11755;;19/07/2014;JLF;;;;;
26/11/1983;161;61;track;Saiensoutou;;21682;;19/07/2014;JLF;;;;;
26/11/1983;147;33;track;Sakhafara;;11868;;19/07/2014;JLF;;;;;
26/11/1983;145;37;track;Sakhodofi;;13266;;19/07/2014;JLF;;;;;
26/11/1983;164;11;track;Sakhouya;;4185;;19/07/2014;JLF;;;;;
26/11/1983;148;10;track;Sakhouye;;3819;;19/07/2014;JLF;;;;;
26/11/1983;150;7;track;Salinding;;2771;;19/07/2014;JLF;;;;;
26/11/1983;46;114;track;Sam Gounass;;40117;;19/07/2014;JLF;;;;;
26/11/1983;112;20;track;Samal;;7283;;19/07/2014;JLF;;;;;
26/11/1983;18;24;track;Samassandang;;8589;;19/07/2014;JLF;;;;;
26/11/1983;12;91;track;Samba Diary Peulh;;32033;;19/07/2014;JLF;;;;;
26/11/1983;132;3;track;Samba Gallou;;1353;;19/07/2014;JLF;;;;;
26/11/1983;110;141;track;Samba Gouro;;49631;;19/07/2014;JLF;;;;;
26/11/1983;120;108;track;Samba Kolo;;38091;;19/07/2014;JLF;;;;;
26/11/1983;116;133;track;Samba Konte;;46837;;19/07/2014;JLF;;;;;
26/11/1983;28;80;track;Samba Koredia Ouolof;;28199;;19/07/2014;JLF;;;;;
26/11/1983;29;80;track;Samba Koredia Peulh;;28200;;19/07/2014;JLF;;;;;
26/11/1983;33;26;track;Samba Kounda;;9304;;19/07/2014;JLF;;;;;
26/11/1983;10;71;track;Samba Ngaye;;25031;;19/07/2014;JLF;;;;;
26/11/1983;130;96;track;Samba Yaye;;33901;;19/07/2014;JLF;;;;;
26/11/1983;26;53;track;Sambacounda;;18747;;19/07/2014;JLF;;;;;
26/11/1983;49;85;track;Sambadian Counda;;29970;;19/07/2014;JLF;;;;;
26/11/1983;116;141;track;Sambake;;49637;;19/07/2014;JLF;;;;;
26/11/1983;7;50;track;Sambarde;;17678;;19/07/2014;JLF;;;;;
26/11/1983;140;9;track;SamboyA;;3461;;19/07/2014;JLF;;;;;
26/11/1983;94;71;track;Same Cebbe;;25115;;19/07/2014;JLF;;;;;
26/11/1983;122;103;track;Same Gala;;36343;;19/07/2014;JLF;;;;;
26/11/1983;115;77;track;Same Sory Dicko;;27236;;19/07/2014;JLF;;;;;
26/11/1983;134;16;track;Samecouta;;5905;;19/07/2014;JLF;;;;;
26/11/1983;161;16;track;Samecouta;;5932;;19/07/2014;JLF;;;;;
26/11/1983;41;82;track;Samecouta Mandingue;;28912;;19/07/2014;JLF;;;;;
26/11/1983;40;81;track;Samecouta Peulh;;28561;;19/07/2014;JLF;;;;;
26/11/1983;158;19;track;Samekhoto;;6979;;19/07/2014;JLF;;;;;
26/11/1983;109;7;track;Samouke;;2730;;19/07/2014;JLF;;;;;
26/11/1983;13;78;track;Sanacounda;;27484;;19/07/2014;JLF;;;;;
26/11/1983;21;70;track;Sanding Kerin;;24692;;19/07/2014;JLF;;;;;
26/11/1983;136;71;track;Sanding Kounda;;25157;;19/07/2014;JLF;;;;;
26/11/1983;11;73;track;Sandougou Mana;;25732;;19/07/2014;JLF;;;;;
26/11/1983;156;25;track;Sanela;;9077;;19/07/2014;JLF;;;;;
26/11/1983;26;44;track;Sanghare Coli;;15597;;19/07/2014;JLF;;;;;
26/11/1983;19;37;track;Sankagna;;13140;;19/07/2014;JLF;;;;;
26/11/1983;43;60;track;Sankagne II;;21214;;19/07/2014;JLF;;;;;
26/11/1983;39;42;track;Sankoule Mondong;;14910;;19/07/2014;JLF;;;;;
26/11/1983;132;117;track;Sanoukhole;;41253;;19/07/2014;JLF;;;;;
26/11/1983;40;33;track;Sansakoro;;11761;;19/07/2014;JLF;;;;;
26/11/1983;174;40;track;Sansamba;;14345;;19/07/2014;JLF;;;;;
26/11/1983;129;91;track;Sansanding;;32150;;19/07/2014;JLF;;;;;
26/11/1983;173;23;track;Sansela;;8394;;19/07/2014;JLF;;;;;
26/11/1983;58;75;track;Santan Fara;;26479;;19/07/2014;JLF;;;;;
26/11/1983;28;43;track;Santanto  Djiba;;15249;;19/07/2014;JLF;;;;;
26/11/1983;8;72;track;Sao Soucouta;;25379;;19/07/2014;JLF;;;;;
26/11/1983;30;46;track;Sappi;;16301;;19/07/2014;JLF;;;;;
26/11/1983;24;53;track;Sare Amadara;;18745;;19/07/2014;JLF;;;;;
26/11/1983;18;47;track;Sare Amadi;;16639;;19/07/2014;JLF;;;;;
26/11/1983;3;37;track;Sare Ansou Fassagna;;13124;;19/07/2014;JLF;;;;;
26/11/1983;16;34;track;Sare Ansou Korasse;;12087;;19/07/2014;JLF;;;;;
26/11/1983;27;50;track;Sare Aye Sabaly;;17698;;19/07/2014;JLF;;;;;
26/11/1983;2;32;track;Sare Bagui;;11373;;19/07/2014;JLF;;;;;
26/11/1983;25;35;track;Sare Bakari;;12446;;19/07/2014;JLF;;;;;
26/11/1983;34;56;track;Sare Bakore;;19805;;19/07/2014;JLF;;;;;
26/11/1983;19;32;track;Sare Baling;;11390;;19/07/2014;JLF;;;;;
26/11/1983;20;105;track;Sare Bamol;;36941;;19/07/2014;JLF;;;;;
26/11/1983;31;82;track;Sare Bamol;;28902;;19/07/2014;JLF;;;;;
26/11/1983;44;22;track;Sare Bande;;7915;;19/07/2014;JLF;;;;;
26/11/1983;19;43;track;Sare Bassy;;15240;;19/07/2014;JLF;;;;;
26/11/1983;17;71;track;Sare Bathie;;25038;;19/07/2014;JLF;;;;;
26/11/1983;38;33;track;Sare Bawala;;11759;;19/07/2014;JLF;;;;;
26/11/1983;13;29;track;Sare Beydary;;10334;;19/07/2014;JLF;;;;;
26/11/1983;29;96;track;Sare Birom;;33800;;19/07/2014;JLF;;;;;
26/11/1983;27;46;track;Sare Bodio;;16298;;19/07/2014;JLF;;;;;
26/11/1983;10;46;track;Sare Boido Maly;;16281;;19/07/2014;JLF;;;;;
26/11/1983;6;39;track;Sare Boido Pithiame;;13827;;19/07/2014;JLF;;;;;
26/11/1983;38;36;track;Sare Bossedie;;12809;;19/07/2014;JLF;;;;;
26/11/1983;18;36;track;Sare Botto;;12789;;19/07/2014;JLF;;;;;
26/11/1983;30;107;track;Sare Bourang;;37651;;19/07/2014;JLF;;;;;
26/11/1983;0;41;track;Sare Boure;;14521;;19/07/2014;JLF;;;;;
26/11/1983;1;41;track;Sare Boure;;14522;;19/07/2014;JLF;;;;;
26/11/1983;36;71;track;Sare Boure;;25057;;19/07/2014;JLF;;;;;
26/11/1983;17;77;track;Sare Boye;;27138;;19/07/2014;JLF;;;;;
26/11/1983;4;105;track;Sare Boyli;;36925;;19/07/2014;JLF;;;;;
26/11/1983;13;67;track;Sare Coly Peulh;;23634;;19/07/2014;JLF;;;;;
