DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;;;;;
26/11/1983;142;47;city;Khossanto;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;128;121;city;Kidira;;42650;*;19/07/2014;JLF;;;;;
26/11/1983;59;89;city;Kothiary;;31380;*;19/07/2014;JLF;;;;;
26/11/1983;0;94;city;Koumpentoum;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;25;33;city;Kounkane;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;24;88;city;Koussanar Escale;;30995;*;19/07/2014;JLF;;;;;
26/11/1983;117;102;city;Koussane;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;12;76;city;Maka;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;121;30;city;Mako;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;12;91;city;Maleme Niani;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;136;49;city;Mamakhono;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;42;45;city;Medina Gounass;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;4;84;city;Mereto;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;56;67;city;Missira;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;62;96;city;Ndiobene;;33832;heloise;19/07/2014;JLF;;;;;
26/11/1983;102;124;city;Ndya;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;101;41;city;Niokolo Koba;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;1;120;city;Payar;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;136;47;city;Sabodala;;17106;*;19/07/2014;JLF;;;;;
26/11/1983;95;16;city;Salemata;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;150;45;city;Sambranboubou;;16071;ON: Sambaranbougou;19/07/2014;JLF;;;;;
26/11/1983;155;30;city;Saraya;;10826;*;19/07/2014;JLF;;;;;
26/11/1983;124;2;city;Segou;;27519;*;19/07/2014;JLF;;;;;
26/11/1983;127;116;city;Senoudebou;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;34;51;city;Sinthian Koundara;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;33;85;city;Sintiou Doube;;29954;*, identifié sur carte comme Sinthiou Maleme;19/07/2014;JLF;;;;;
26/11/1983;102;84;city;Soutouta;;29672;héloise;19/07/2014;JLF;;;;;
26/11/1983;85;100;city;Talibadji Ouolof;;35256;héloise;19/07/2014;JLF;;;;;
26/11/1983;47;83;city;Tambacounda;;29268;*;19/07/2014;JLF;;;;;
26/11/1983;126;20;city;Tenkoto;;7297;ON;19/07/2014;JLF;;;;;
26/11/1983;23;46;city;Velingara;;;;13/05/2015;LG,JMD,JLF;;;;;
26/11/1983;117;115;city;Youpe Amadi;;40540;héloise;19/07/2014;JLF;;;;;
26/11/1983;75;38;river;;;13546;;18/07/2014;JLF;;;;;
26/11/1983;115;146;river;;;51386;;18/07/2014;JLF;;;;;
26/11/1983;115;147;river;;;51736;;18/07/2014;JLF;;;;;
26/11/1983;127;138;river;;;48598;;18/07/2014;JLF;;;;;
26/11/1983;157;61;river;;;21678;;18/07/2014;JLF;;;;;
26/11/1983;166;50;river;;;17837;;18/07/2014;JLF;;;;;
26/11/1983;166;51;river;;;18187;;18/07/2014;JLF;;;;;
26/11/1983;167;49;river;;;17488;;18/07/2014;JLF;;;;;
26/11/1983;172;42;river;;;15043;;18/07/2014;JLF;;;;;
26/11/1983;0;94;road;;;33071;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;1;94;road;;;33072;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;2;94;road;;;33073;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;3;94;road;;;33074;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;4;93;road;;;32725;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;4;94;road;;;33075;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;5;93;road;;;32726;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;6;93;road;;;32727;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;7;93;road;;;32728;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;8;93;road;;;32729;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;9;92;road;;;32380;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;9;93;road;;;32730;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;10;92;road;;;32381;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;11;92;road;;;32382;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;12;91;road;;;32033;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;12;92;road;;;32383;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;13;91;road;;;32034;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;14;90;road;;;31685;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;14;91;road;;;32035;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;15;90;road;;;31686;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;16;89;road;;;31337;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;16;90;road;;;31687;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;17;89;road;;;31338;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;18;89;road;;;31339;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;19;88;road;;;30990;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;19;89;road;;;31340;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;20;88;road;;;30991;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;21;88;road;;;30992;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;22;88;road;;;30993;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;23;88;road;;;30994;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;24;88;road;;;30995;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;25;88;road;;;30996;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;26;87;road;;;30647;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;26;88;road;;;30997;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;27;87;road;;;30648;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;28;86;road;;;30299;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;28;87;road;;;30649;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;29;86;road;;;30300;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;30;86;road;;;30301;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;31;85;road;;;29952;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;31;86;road;;;30302;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;32;85;road;;;29953;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;33;84;road;;;29604;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;33;85;road;;;29954;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;34;84;road;;;29605;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;35;84;road;;;29606;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;36;84;road;;;29607;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;37;83;road;;;29258;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;37;84;road;;;29608;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;38;83;road;;;29259;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;39;83;road;;;29260;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;40;83;road;;;29261;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;41;83;road;;;29262;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;42;83;road;;;29263;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;43;82;road;;;28914;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;43;83;road;;;29264;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;44;82;road;;;28915;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;45;82;road;;;28916;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;46;82;road;;;28917;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;46;83;road;;;29267;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;47;83;road;;;29268;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;48;83;road;;;29269;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;49;83;road;;;29270;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;50;83;road;;;29271;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;51;83;road;;;29272;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;51;84;road;;;29622;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;52;84;road;;;29623;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;52;85;road;;;29973;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;53;85;road;;;29974;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;54;85;road;;;29975;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;54;86;road;;;30325;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;55;86;road;;;30326;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;55;87;road;;;30676;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;56;87;road;;;30677;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;56;88;road;;;31027;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;57;88;road;;;31028;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;58;88;road;;;31029;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;58;89;road;;;31379;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;59;89;road;;;31380;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;59;90;road;;;31730;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;60;90;road;;;31731;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;61;90;road;;;31732;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;61;91;road;;;32082;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;62;91;road;;;32083;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;62;92;road;;;32433;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;63;92;road;;;32434;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;64;92;road;;;32435;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;65;92;road;;;32436;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;65;93;road;;;32786;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;66;93;road;;;32787;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;67;93;road;;;32788;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;68;93;road;;;32789;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;68;94;road;;;33139;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;69;94;road;;;33140;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;70;94;road;;;33141;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;71;94;road;;;33142;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;71;95;road;;;33492;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;72;95;road;;;33493;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;73;95;road;;;33494;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;73;96;road;;;33844;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;74;96;road;;;33845;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;75;96;road;;;33846;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;76;96;road;;;33847;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;76;97;road;;;34197;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;77;97;road;;;34198;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;78;97;road;;;34199;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;79;97;road;;;34200;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;79;98;road;;;34550;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;80;98;road;;;34551;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;81;98;road;;;34552;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;82;98;road;;;34553;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;83;98;road;;;34554;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;83;99;road;;;34904;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;84;99;road;;;34905;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;85;99;road;;;34906;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;86;99;road;;;34907;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;86;100;road;;;35257;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;87;100;road;;;35258;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;88;100;road;;;35259;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;88;101;road;;;35609;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;89;101;road;;;35610;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;90;101;road;;;35611;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;90;102;road;;;35961;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;91;102;road;;;35962;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;92;102;road;;;35963;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;92;103;road;;;36313;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;93;103;road;;;36314;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;94;103;road;;;36315;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;94;104;road;;;36665;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;95;104;road;;;36666;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;96;104;road;;;36667;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;96;105;road;;;37017;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;97;105;road;;;37018;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;98;105;road;;;37019;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;99;105;road;;;37020;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;100;105;road;;;37021;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;100;106;road;;;37371;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;101;106;road;;;37372;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;102;106;road;;;37373;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;102;107;road;;;37723;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;103;107;road;;;37724;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;104;107;road;;;37725;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;104;108;road;;;38075;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;105;108;road;;;38076;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;106;108;road;;;38077;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;106;109;road;;;38427;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;107;109;road;;;38428;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;108;109;road;;;38429;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;108;110;road;;;38779;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;109;110;road;;;38780;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;110;110;road;;;38781;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;111;110;road;;;38782;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;112;110;road;;;38783;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;112;111;road;;;39133;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;113;111;road;;;39134;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;114;111;road;;;39135;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;115;111;road;;;39136;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;115;112;road;;;39486;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;116;112;road;;;39487;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;116;113;road;;;39837;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;116;114;road;;;40187;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;117;114;road;;;40188;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;117;115;road;;;40538;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;118;115;road;;;40539;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;118;116;road;;;40889;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;119;116;road;;;40890;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;119;117;road;;;41240;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;120;117;road;;;41241;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;121;117;road;;;41242;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;121;118;road;;;41592;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;122;118;road;;;41593;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;123;118;road;;;41594;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;123;119;road;;;41944;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;124;119;road;;;41945;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;125;119;road;;;41946;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;126;119;road;;;41947;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;126;120;road;;;42297;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;127;120;road;;;42298;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;128;120;road;;;42299;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;128;121;road;;;42649;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;129;121;road;;;42650;trajet du rail;19/07/2014;JLF;;;;;
26/11/1983;2;123;track;Affe Belel Diamala;;43223;;19/07/2014;JLF;;;;;
26/11/1983;128;6;track;Affia I ;;2399;;19/07/2014;JLF;;;;;
26/11/1983;124;3;track;Affia Ii;;1345;;19/07/2014;JLF;;;;;
26/11/1983;35;41;track;Afia;;14556;;19/07/2014;JLF;;;;;
26/11/1983;56;36;track;Afia Mbemba;;12827;;19/07/2014;JLF;;;;;
26/11/1983;42;29;track;Aine M. Koudiama;;10363;;19/07/2014;JLF;;;;;
26/11/1983;46;47;track;Ainou Mady;;16667;;19/07/2014;JLF;;;;;
26/11/1983;47;27;track;Akane;;9668;;19/07/2014;JLF;;;;;
26/11/1983;114;142;track;Alahina Bambara;;49985;;19/07/2014;JLF;;;;;
26/11/1983;130;120;track;Alahina Bocar;;42301;;19/07/2014;JLF;;;;;
26/11/1983;115;142;track;Alahina Maure;;49986;;19/07/2014;JLF;;;;;
26/11/1983;83;103;track;Alangue;;36304;;19/07/2014;JLF;;;;;
26/11/1983;131;84;track;Alinguel;;29702;;19/07/2014;JLF;;;;;
26/11/1983;55;70;track;Allabougou;;24726;;19/07/2014;JLF;;;;;
26/11/1983;115;28;track;Amerique;;10086;;19/07/2014;JLF;;;;;
26/11/1983;27;28;track;Anambecouta;;9998;;19/07/2014;JLF;;;;;
26/11/1983;117;13;track;Angoussaka;;4838;;19/07/2014;JLF;;;;;
26/11/1983;127;135;track;Aourou;;47548;;19/07/2014;JLF;;;;;
26/11/1983;27;23;track;Arabe;;8248;;19/07/2014;JLF;;;;;
26/11/1983;59;66;track;Ardoulaye;;23330;;19/07/2014;JLF;;;;;
26/11/1983;115;118;track;Arigabo;;41586;;19/07/2014;JLF;;;;;
26/11/1983;8;66;track;Arimale;;23279;;19/07/2014;JLF;;;;;
26/11/1983;127;139;track;Aroundou;;48948;;19/07/2014;JLF;;;;;
26/11/1983;127;114;track;Arri Hara;;40198;;19/07/2014;JLF;;;;;
26/11/1983;113;16;track;Assoni;;5884;;19/07/2014;JLF;;;;;
26/11/1983;100;7;track;Aykoum;;2721;;19/07/2014;JLF;;;;;
26/11/1983;112;110;track;Aynoumadi;;38783;;19/07/2014;JLF;;;;;
26/11/1983;100;150;track;Babangol;;52771;;19/07/2014;JLF;;;;;
26/11/1983;114;19;track;Babel;;6935;;19/07/2014;JLF;;;;;
26/11/1983;68;132;track;Babinguel Diamel;;46439;;19/07/2014;JLF;;;;;
26/11/1983;173;19;track;Baboti;;6994;;19/07/2014;JLF;;;;;
26/11/1983;79;21;track;Back Back;;7600;;19/07/2014;JLF;;;;;
26/11/1983;19;51;track;Badiara Campement;;18040;;19/07/2014;JLF;;;;;
26/11/1983;17;51;track;Badiara Fily;;18038;;19/07/2014;JLF;;;;;
26/11/1983;116;11;track;Bading;;4137;;19/07/2014;JLF;;;;;
26/11/1983;8;43;track;Badion;;15229;;19/07/2014;JLF;;;;;
26/11/1983;37;24;track;Badiou Bantang;;8608;;19/07/2014;JLF;;;;;
26/11/1983;152;30;track;Badioula;;10823;;19/07/2014;JLF;;;;;
26/11/1983;120;34;track;Badon;;12191;;19/07/2014;JLF;;;;;
26/11/1983;122;29;track;Bafoundou;;10443;;19/07/2014;JLF;;;;;
26/11/1983;61;68;track;Bagadadji;;24032;;19/07/2014;JLF;;;;;
26/11/1983;85;63;track;Bagadadji;;22306;;19/07/2014;JLF;;;;;
26/11/1983;21;51;track;Bagayogo;;18042;;19/07/2014;JLF;;;;;
26/11/1983;161;35;track;Bagni Bagni;;12582;;19/07/2014;JLF;;;;;
26/11/1983;121;22;track;Bagnomba;;7992;;19/07/2014;JLF;;;;;
26/11/1983;159;23;track;Baitilaye;;8380;;19/07/2014;JLF;;;;;
26/11/1983;70;56;track;Bakadadji;;19841;;19/07/2014;JLF;;;;;
26/11/1983;96;13;track;Bakaouka;;4817;;19/07/2014;JLF;;;;;
26/11/1983;54;64;track;Bakhaya;;22625;;19/07/2014;JLF;;;;;
26/11/1983;158;47;track;Balakonko;;16779;;19/07/2014;JLF;;;;;
26/11/1983;76;72;track;Balamboulou;;25447;;19/07/2014;JLF;;;;;
26/11/1983;128;70;track;Baledji ;;24799;;19/07/2014;JLF;;;;;
26/11/1983;80;75;track;Balla Foulbe;;26501;;19/07/2014;JLF;;;;;
26/11/1983;133;70;track;Balledji;;24804;;19/07/2014;JLF;;;;;
26/11/1983;155;20;track;Balori;;7326;;19/07/2014;JLF;;;;;
26/11/1983;24;31;track;Bamako Samba;;11045;;19/07/2014;JLF;;;;;
26/11/1983;61;71;track;Bambadinka;;25082;;19/07/2014;JLF;;;;;
26/11/1983;170;29;track;Bambadji;;10491;;19/07/2014;JLF;;;;;
26/11/1983;29;73;track;Bambako;;25750;;19/07/2014;JLF;;;;;
26/11/1983;136;45;track;Bambaraya;;16057;;19/07/2014;JLF;;;;;
26/11/1983;140;8;track;Bambaya;;3111;;19/07/2014;JLF;;;;;
26/11/1983;135;8;track;Bamboya;;3106;;19/07/2014;JLF;;;;;
26/11/1983;15;41;track;Banacourou Samba;;14536;;19/07/2014;JLF;;;;;
26/11/1983;125;89;track;Bancouba;;31446;;19/07/2014;JLF;;;;;
26/11/1983;124;13;track;Bandafassi Peulh;;4845;;19/07/2014;JLF;;;;;
26/11/1983;120;12;track;Bandemba;;4491;;19/07/2014;JLF;;;;;
26/11/1983;20;24;track;Bandiagara;;8591;;19/07/2014;JLF;;;;;
26/11/1983;29;110;track;Bandiagara;;38700;;19/07/2014;JLF;;;;;
26/11/1983;52;81;track;Bandiagara;;28573;;19/07/2014;JLF;;;;;
26/11/1983;18;34;track;Bandiagara Coly;;12089;;19/07/2014;JLF;;;;;
26/11/1983;15;36;track;Bandiagara Mody;;12786;;19/07/2014;JLF;;;;;
26/11/1983;60;86;track;Banfara ;;30331;;19/07/2014;JLF;;;;;
26/11/1983;62;86;track;Banfara Mossi;;30333;;19/07/2014;JLF;;;;;
26/11/1983;155;26;track;Banfareto;;9426;;19/07/2014;JLF;;;;;
26/11/1983;94;21;track;Banfaroto;;7615;;19/07/2014;JLF;;;;;
26/11/1983;132;116;track;Bangassi;;40903;;19/07/2014;JLF;;;;;
26/11/1983;92;86;track;Bani Israel;;30363;;19/07/2014;JLF;;;;;
26/11/1983;116;112;track;Bani Pelly;;39487;;19/07/2014;JLF;;;;;
26/11/1983;93;93;track;Bani Tapirde;;32814;;19/07/2014;JLF;;;;;
26/11/1983;95;65;track;Bankou;;23016;;19/07/2014;JLF;;;;;
26/11/1983;1;103;track;Bantaguel Ouolof;;36222;;19/07/2014;JLF;;;;;
26/11/1983;73;106;track;Bantambaly;;37344;;19/07/2014;JLF;;;;;
26/11/1983;86;80;track;Bantanani;;28257;;19/07/2014;JLF;;;;;
26/11/1983;74;58;track;Bantancoly Talikory;;20545;;19/07/2014;JLF;;;;;
26/11/1983;36;36;track;Bantancountou;;12807;;19/07/2014;JLF;;;;;
26/11/1983;69;96;track;Bantanghedji;;33840;;19/07/2014;JLF;;;;;
26/11/1983;44;33;track;Bantanghel;;11765;;19/07/2014;JLF;;;;;
26/11/1983;12;30;track;Bantanghel Kassoum;;10683;;19/07/2014;JLF;;;;;
26/11/1983;0;103;track;Bantanguel Peulh;;36221;;19/07/2014;JLF;;;;;
