DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
12/01/1910;23;9;road;;;825;;;JLF;
12/01/1910;34;9;road;;;836;;;JLF;
12/01/1910;35;9;road;;;837;;;JLF;
12/01/1910;36;9;road;;;838;;;JLF;
12/01/1910;46;9;road;;;848;;;JLF;
12/01/1910;47;9;road;;;849;;;JLF;
12/01/1910;48;9;road;;;850;;;JLF;
12/01/1910;49;9;road;;;851;;;JLF;
12/01/1910;50;9;road;;;852;;;JLF;
12/01/1910;54;9;road;;;856;;;JLF;
12/01/1910;55;9;road;;;857;;;JLF;
12/01/1910;56;9;road;;;858;;;JLF;
12/01/1910;57;9;road;;;859;;;JLF;
12/01/1910;58;9;road;;;860;;;JLF;
12/01/1910;59;9;road;;;861;;;JLF;
12/01/1910;60;9;road;;;862;;;JLF;
12/01/1910;86;9;road;;;888;JLF;;;
12/01/1910;87;9;road;;;889;JLF;;;
12/01/1910;88;9;road;;;890;JLF;;;
12/01/1910;11;10;road;;;902;;;JLF;
12/01/1910;12;10;road;;;903;;;JLF;
12/01/1910;13;10;road;;;904;;;JLF;
12/01/1910;18;10;road;;;909;;;JLF;
12/01/1910;23;10;road;;;914;;;JLF;
12/01/1910;24;10;road;;;915;;;JLF;
12/01/1910;25;10;road;;;916;;;JLF;
12/01/1910;26;10;road;;;917;;;JLF;
12/01/1910;27;10;road;;;918;;;JLF;
12/01/1910;28;10;road;;;919;;;JLF;
12/01/1910;32;10;road;;;923;;;JLF;
12/01/1910;33;10;road;;;924;;;JLF;
12/01/1910;34;10;road;;;925;;;JLF;
12/01/1910;50;10;road;;;941;;;JLF;
12/01/1910;51;10;road;;;942;;;JLF;
12/01/1910;52;10;road;;;943;;;JLF;
12/01/1910;53;10;road;;;944;;;JLF;
12/01/1910;54;10;road;;;945;;;JLF;
12/01/1910;57;10;road;;;948;;;JLF;
12/01/1910;58;10;road;;;949;;;JLF;
12/01/1910;59;10;road;;;950;;;JLF;
12/01/1910;13;11;road;;;993;;;JLF;
12/01/1910;16;11;road;;;996;;;JLF;
12/01/1910;17;11;road;;;997;;;JLF;
12/01/1910;18;11;road;;;998;;;JLF;
12/01/1910;28;11;road;;;1008;;;JLF;
12/01/1910;29;11;road;;;1009;;;JLF;
12/01/1910;30;11;road;;;1010;;;JLF;
12/01/1910;31;11;road;;;1011;;;JLF;
12/01/1910;32;11;road;;;1012;;;JLF;
12/01/1910;52;11;road;;;1032;;;JLF;
12/01/1910;53;11;road;;;1033;;;JLF;
12/01/1910;54;11;road;;;1034;;;JLF;
12/01/1910;13;12;road;;;1082;;;JLF;
12/01/1910;14;12;road;;;1083;;;JLF;
12/01/1910;15;12;road;;;1084;;;JLF;
12/01/1910;16;12;road;;;1085;;;JLF;
12/01/1910;17;12;road;;;1086;;;JLF;
12/01/1910;53;12;road;;;1122;;;JLF;
12/01/1910;54;12;road;;;1123;;;JLF;
12/01/1910;53;13;road;;;1211;;;JLF;
12/01/1910;54;13;road;;;1212;;;JLF;
12/01/1910;53;14;road;;;1300;;;JLF;
12/01/1910;12;15;road;;;1348;20130603-Ajout pour routes dans Banjul;;JLF;
12/01/1910;53;15;road;;;1389;;;JLF;
