DSAA																																				
37																																				
44																																				
5	7																																			
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	7	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	7	7	14	14	14	14	14	14	14	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	14	14	14	14	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	7	7	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	14	14	14	14	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	7	7	14	14	14	14	14	14	14	14	14	7	7	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	14	14	14	14	14	14	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	7	7	5	7	7	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	14	14	7	7	7	7	5	5	5	7	7	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	7	7	7	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	7	7	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	8	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	7	7	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	14	14	14	14	14	14	14	14	14	7	7	7	7	5	5	5	5	5	5	5	5	5
5	7	7	7	7	7	7	7	7	7	7	7	7	7	14	14	14	14	14	14	14	14	14	7	7	7	7	7	7	7	7	7	7	7	7	7	5
5	5	5	5	5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	14	14	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	7	14	14	14	14	14	7	7	7	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	7	14	7	7	7	7	7	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
